"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2011 comScore, Inc"
"","","","Time Period :: August 2010 - October 2011","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 11/28/2011","","","","","",""

"","","","Aug-2010","Sep-2010","Oct-2010","Nov-2010","Dec-2010","Jan-2011","Feb-2011","Mar-2011","Apr-2011","May-2011","Jun-2011","Jul-2011","Aug-2011","Sep-2011","Oct-2011"
"679","[P](U)","    Trader Media Group","6,789","6,487","5,955","5,756","5,338","8,102","7,432","7,269","5,732","6,227","6,118","6,258","6,648","6,938","6,491"
"680","[P]","    HENHAOJI.COM","2,934","3,101","3,105","1,889","3,125","3,058","1,883","2,743","2,690","2,356","3,206","3,511","3,460","7,772","6,488"
"681","[P]","    RAYLI.COM.CN","4,361","4,041","3,473","3,133","2,422","2,744","3,455","4,057","3,325","3,287","3,066","2,578","3,319","3,865","6,467"
"682","[P]","    Allesklar.com AG Sites","6,285","6,001","6,033","5,834","5,443","6,412","5,867","5,761","5,537","5,870","6,039","6,100","6,261","6,132","6,381"
"683","[P](u)","    Kraft Foods","6,631","6,658","6,682","7,677","7,606","5,369","4,855","5,055","5,051","5,267","4,786","5,337","5,802","5,612","6,377"
"684","[P]","    Japan Post Group","6,905","6,878","6,929","7,863","10,526","8,773","6,754","6,788","6,125","6,005","5,665","6,001","5,861","6,321","6,375"
"685","[M]","    5D6D.COM (w/ history)","5,324","4,924","4,710","4,512","4,071","4,193","4,112","4,405","4,410","4,524","5,170","4,261","5,418","5,750","6,374"
"686","[P]","    Discover Financial Services","5,724","5,233","5,246","4,861","5,420","5,042","4,986","4,492","4,406","4,632","5,620","5,928","5,659","5,804","6,373"
"687","[P]","    CRI Online Sites","5,691","5,535","5,472","4,439","5,205","6,339","5,092","6,116","4,836","4,862","5,184","5,588","5,590","5,798","6,359"
"688","[M]","    Lastminute.com Sites","9,140","6,824","6,124","6,177","6,111","7,218","6,748","6,388","6,103","6,613","7,225","8,455","8,182","6,625","6,341"
"689","[P]","    ED.GOV","8,807","6,761","5,958","5,894","5,703","8,996","8,855","8,605","7,509","7,583","7,657","8,021","8,612","6,573","6,322"
"690","[P]","    Citrix Systems, Inc.","5,269","4,960","4,935","4,632","4,184","5,161","4,883","4,862","4,874","4,713","5,240","5,184","5,505","5,644","6,305"
"691","[P]","    InterContinental Hotels Group","8,159","6,728","6,469","5,378","5,367","5,741","5,517","5,981","5,037","5,900","6,592","7,084","6,279","6,066","6,301"
"692","[P]","    Air France-KLM Group","5,857","6,381","6,666","5,178","6,052","6,934","5,987","5,742","5,360","5,888","6,029","6,616","5,874","6,213","6,273"
"693","[P]","    Unilever","7,457","5,841","5,058","5,160","5,428","4,487","4,323","5,526","5,584","6,869","7,723","6,543","5,955","6,867","6,272"
"694","[P]","    21CN Corporation Limited","7,451","5,592","4,569","5,859","4,752","6,774","4,199","5,997","4,903","5,034","5,254","6,214","5,569","6,489","6,213"
"695","[P]","    KBB.COM","6,266","5,856","5,550","5,130","5,512","6,560","5,872","6,443","5,798","5,679","5,579","6,013","6,375","5,796","6,210"
"696","[P]","    CafePress","5,934","6,041","6,223","6,500","7,129","5,323","4,833","5,495","5,448","5,296","5,737","5,504","5,973","5,909","6,199"
"697","[P]","    2SHARED.COM","6,578","7,261","7,029","6,398","5,449","4,827","4,467","4,510","4,656","5,102","4,944","5,110","5,188","5,659","6,172"
"698","[P]","    JSOFTJ.COM","9,919","9,187","8,896","8,323","8,217","7,899","7,300","7,204","6,067","6,393","6,697","6,237","5,665","6,399","6,152"
"699","[P]","    AVS4YOU.COM","6,671","5,902","6,933","6,877","6,196","6,505","6,036","6,340","6,155","6,103","5,330","5,121","5,073","5,271","6,138"
"700","[P]","    RARLAB.COM","5,935","5,440","5,566","5,214","5,157","5,457","4,757","5,079","4,689","5,281","5,202","4,930","5,260","5,612","6,103"
"701","[P]","    Nippon Television Network","5,233","5,589","4,907","5,215","4,924","5,145","4,064","5,219","4,879","4,565","4,027","4,496","5,170","5,105","6,085"
"702","[P]","    Publieke Omroep","5,894","5,986","6,315","6,475","6,309","6,477","6,254","6,122","5,663","5,945","5,643","5,841","5,986","5,940","6,054"
"703","[P]","    Hankyoreh Newspaper","4,691","4,719","4,267","3,909","3,948","3,874","3,348","4,056","3,855","4,827","3,929","4,840","5,025","5,202","6,021"
"704","[P]","    Altice","5,834","7,197","6,124","6,185","5,377","6,518","5,213","6,410","5,099","5,938","6,093","6,329","6,231","6,891","5,978"
"705","[P]","    TIEXUE.NET","5,826","7,031","5,583","4,745","5,510","5,933","4,515","5,876","4,713","5,622","6,091","6,279","6,509","6,532","5,973"
"706","[P]","    United Business Media","4,680","4,911","4,811","5,091","4,050","4,375","4,614","4,111","4,751","5,156","5,620","5,168","5,918","5,258","5,951"
"707","[P]","    Adoos Classifieds S.L.","6,279","6,318","5,944","6,745","5,706","6,879","5,909","6,830","5,680","6,320","5,650","5,298","5,906","5,968","5,946"
"708","[P]","    UUU9.COM","6,665","4,725","4,311","3,530","3,325","4,974","4,657","3,981","3,765","4,587","5,085","5,930","5,725","4,971","5,920"
"709","[P]","    Groupe LDLC.com","4,270","4,428","4,685","5,020","4,690","4,921","4,473","4,824","4,236","4,258","4,876","4,343","4,711","5,784","5,866"
"710","[P]","    METEOFRANCE.COM","7,597","6,234","5,227","7,107","10,401","5,622","4,862","5,205","6,795","7,242","8,184","8,260","8,383","6,883","5,860"
"711","[P]","    Office Depot","7,430","6,624","6,091","7,497","6,712","6,789","6,198","5,703","4,903","5,146","5,097","5,442","7,062","6,727","5,851"
"712","[P](u)","    B5Media","6,056","6,928","8,150","6,654","7,074","7,205","7,565","7,131","6,233","6,450","5,583","5,444","5,517","5,721","5,795"
"713","[P]","    Fotosearch, LLC","8,416","9,190","9,367","9,158","7,625","8,475","7,456","6,923","5,636","5,460","5,108","4,514","5,275","5,659","5,785"
"714","[M]","    VENTE-PRIVEE.COM","4,700","5,334","5,736","6,393","5,499","4,475","4,235","5,195","4,438","5,066","4,943","4,422","3,961","4,950","5,766"
"715","[P](u)","    Interactive One","4,895","5,039","5,038","4,937","5,444","4,112","3,695","4,412","4,256","5,162","4,982","5,275","5,707","6,324","5,750"
"716","[P]","    UUSEE.COM","7,990","6,811","6,525","6,913","6,324","8,595","9,846","9,511","9,416","7,590","7,885","7,972","6,526","6,842","5,744"
"717","[P]","    OHMYNEWS.COM","3,387","3,633","3,445","3,142","3,440","3,905","3,324","3,619","3,396","3,953","3,957","4,876","4,722","4,509","5,737"
"718","[P]","    American Airlines","6,083","5,583","5,364","4,952","5,188","6,036","5,875","6,104","5,293","5,681","5,819","5,970","5,427","5,491","5,707"
"719","[P](u)","    Transcontinental Digital","5,156","5,154","5,454","5,705","5,426","5,482","5,061","5,437","5,407","5,588","5,392","5,111","5,205","5,322","5,697"
"720","[P]","    BIGMIR.NET","3,960","4,090","4,286","4,914","4,666","4,708","4,521","4,749","4,209","4,443","4,367","4,219","4,415","4,455","5,689"
"721","[P]","    PANET.CO.IL","3,924","4,326","4,478","4,443","4,707","4,550","4,433","4,680","4,708","5,310","4,937","5,096","5,902","6,235","5,671"
"722","[P]","    Telstra Corporation Limited","5,545","5,310","5,076","4,782","4,583","4,774","4,421","4,946","4,865","5,192","5,167","5,289","5,475","5,978","5,658"
"723","[P]","    OVH Sites","5,444","5,691","5,878","7,232","5,621","6,793","4,621","5,187","4,879","5,895","5,011","4,657","4,573","5,258","5,624"
"724","[P]","    MeetIC - Match","4,973","5,307","4,740","4,465","4,533","4,473","3,846","4,785","4,237","4,375","4,181","4,316","4,610","5,261","5,619"
"725","[P]","    NASA.GOV","5,208","5,440","5,415","6,158","7,008","5,533","5,390","6,338","4,597","5,739","5,072","4,846","5,737","7,009","5,605"
"726","[P]","    MAPBAR.COM","5,605","5,495","4,548","3,765","2,518","4,034","3,261","4,060","3,391","4,395","3,559","4,915","4,450","4,390","5,592"
"727","[P]","    First Choice Holidays PLC","7,364","6,375","5,768","5,340","4,636","7,654","6,475","6,419","5,721","6,761","6,321","6,737","6,525","5,792","5,576"
"728","[P]","    PChome Online","5,459","5,135","5,267","5,348","5,140","5,134","4,812","4,795","4,451","4,829","4,653","4,108","4,286","4,622","5,562"
"729","[P]","    HMV","6,455","6,533","6,800","7,616","7,950","6,183","4,938","5,300","4,938","4,952","4,537","4,594","4,504","5,023","5,555"
"730","[P]","    Interpark","5,256","5,119","5,276","4,983","5,705","5,908","5,229","5,366","4,922","5,751","5,273","5,351","5,759","5,361","5,503"
"731","[P](u)","    Media General Sites","4,897","4,571","4,790","5,205","4,940","5,389","4,667","5,079","4,470","4,591","5,307","6,082","7,638","5,656","5,472"
"732","[M]","    Oi - Grupo Telemar","10,379","11,079","11,100","11,019","10,663","11,553","11,543","12,180","12,080","13,462","13,187","4,551","4,456","4,512","5,454"
"733","[P]","    CDUNIVERSE.COM","4,508","4,334","4,549","7,821","6,615","4,709","3,880","4,512","4,266","4,587","4,445","4,845","5,032","5,274","5,431"
"734","[P]","    WILEY.COM","4,110","5,298","6,152","5,660","3,750","3,765","4,023","4,482","4,414","4,482","3,897","3,458","3,559","4,435","5,425"
"735","[P](u)","    Belgacom Group","3,905","4,497","4,806","4,604","4,440","4,401","4,366","4,360","4,068","5,014","4,881","4,362","4,725","4,659","5,412"
"736","[P](U)","    RH Donnelley","9,013","7,779","7,427","7,168","6,503","7,715","6,666","7,621","7,198","6,415","6,379","6,899","6,451","5,961","5,389"
"737","[P]","    CRSKY.COM","3,229","3,351","3,366","2,445","2,513","2,295","1,814","2,708","2,367","3,661","3,704","4,063","4,711","4,771","5,372"
"738","[M]","    CBS.CO.KR (w/ history)","3,202","4,206","3,079","2,913","2,824","3,181","3,182","3,274","3,788","4,353","3,926","4,505","4,163","4,831","5,371"
"739","[P]","    KBS (Korean Broadcasting System)","5,064","5,702","5,387","4,257","4,602","4,683","4,535","4,359","4,532","5,099","4,549","4,945","5,384","4,965","5,336"
"740","[P]","    Blockbuster Inc.","4,868","4,612","4,344","4,673","5,167","5,339","4,133","3,699","3,579","3,673","3,656","4,229","4,090","4,622","5,256"
"741","[P]","    Notrefamille.com Sites","3,242","4,255","4,478","5,161","4,826","4,284","3,817","4,065","3,721","4,370","4,252","3,198","3,700","4,830","5,207"
"742","[M]","    VIETBAO.VN (w/ history)","2,805","2,712","2,858","2,852","2,867","2,615","2,567","2,950","2,636","2,919","2,928","3,303","5,017","4,886","5,204"
"743","[P]","    RBC Financial Group","4,811","4,591","4,571","4,421","4,574","4,687","4,480","4,543","4,241","4,459","4,554","4,615","4,778","4,861","5,187"
"744","[P]","    123GREETINGS.COM","5,434","5,272","4,800","6,937","10,065","6,660","6,376","4,131","4,244","4,715","4,336","3,675","4,893","4,209","5,133"
"745","[P]","    XAT.COM","4,752","4,237","4,576","9,452","3,733","3,989","3,480","3,762","3,981","4,704","4,915","5,178","5,207","5,093","5,098"
"746","[P]","    SH.CN","4,689","5,004","4,080","4,385","3,935","4,187","4,187","4,517","4,633","5,924","5,227","5,577","4,714","5,923","5,087"
"747","[P]","    DeNA Co., Ltd.","7,205","7,330","6,323","5,990","5,568","5,931","5,291","5,182","5,056","5,209","4,712","4,293","4,715","4,791","5,080"
"748","[P]","    CYBERLINK.COM","3,111","3,254","3,258","3,155","3,346","3,459","3,156","3,369","3,526","3,880","3,896","4,019","4,179","4,819","5,057"
"749","[P]","    LEO.ORG","5,669","6,006","5,832","5,862","5,396","5,707","5,144","5,079","4,629","5,364","4,994","4,599","4,581","5,190","5,028"
"750","[P](u)","    VUI.VN","1,098","1,007","1,092","1,461","1,503","1,544","1,755","1,959","1,528","1,740","1,833","2,341","2,491","4,608","5,023"
"751","[M]","    Play.com Sites (w/ history)","4,591","5,729","5,901","6,847","7,608","5,522","4,114","4,117","4,157","3,952","3,676","4,077","4,430","4,364","4,957"
"752","[P]","    MBC (Munhwa Broadcasting Corp.)","4,315","4,588","3,994","3,157","3,635","4,280","3,773","4,239","4,247","4,905","4,673","4,585","4,569","4,748","4,907"
"753","[P]","    NHACCUATUI.COM","2,689","2,563","2,607","2,593","2,565","2,563","2,114","2,469","2,579","2,711","2,642","2,688","4,539","4,779","4,876"
"754","[P]","    Job.com Sites","6,935","6,886","7,231","5,939","5,452","6,503","5,631","5,309","4,990","5,287","5,138","4,742","3,540","4,596","4,833"
"755","[P]","    MININOVA.ORG","6,179","6,091","6,121","5,219","4,606","4,685","4,037","4,467","4,679","5,765","5,714","6,014","5,586","5,603","4,801"
"756","[M]","    FRMTR.COM","3,979","4,093","4,239","3,838","3,686","4,413","3,678","4,386","4,280","4,192","3,832","3,727","3,952","4,372","4,801"
"757","[P]","    HomeAway","6,374","5,034","4,465","4,226","4,244","6,825","6,472","6,187","5,682","6,244","7,208","7,831","6,733","5,351","4,795"
"758","[P]","    HAWAAWORLD.COM","5,664","4,950","4,954","4,442","3,948","4,290","3,448","4,246","4,455","4,853","5,025","4,243","4,378","4,411","4,783"
"759","[P]","    Grupo Planeta Sites","5,785","5,523","5,852","6,177","5,265","5,754","5,137","5,334","4,668","5,726","5,414","5,032","4,855","5,278","4,768"
"760","[P]","    YAMAHA","4,728","5,065","5,103","4,413","4,067","4,168","3,941","4,753","4,312","4,591","4,231","4,555","4,543","4,923","4,760"
"761","[P]","    SHVOONG.COM","4,693","5,897","5,678","6,354","4,490","4,746","4,936","5,530","5,365","6,054","5,196","3,743","4,036","4,782","4,742"
"762","[P]","    eNet","4,768","4,423","4,178","4,074","3,497","3,920","3,080","3,317","2,828","3,210","3,677","4,362","4,405","3,664","4,727"
"763","[P]","    Weight Watchers International","5,628","5,241","3,642","3,308","2,778","7,030","5,867","4,980","4,344","4,910","4,564","4,327","4,450","4,977","4,718"
"764","[P](U)","    CHEATCC.COM","6,635","5,456","5,894","6,447","7,964","7,468","5,510","5,289","5,203","5,500","6,225","5,446","5,456","4,533","4,712"
"765","[P]","    PIPI.CN","7,045","7,024","6,932","6,847","7,227","8,847","6,843","6,646","6,567","6,597","5,714","5,307","5,294","4,590","4,706"
"766","[P]","    AL-WLID.COM","7,791","7,449","6,164","5,941","5,047","4,732","4,323","4,292","4,246","4,779","4,806","4,385","5,417","4,649","4,669"
"767","[P]","    IRS.GOV","4,394","3,642","4,640","3,752","4,518","14,016","18,736","12,773","12,337","5,313","5,003","4,808","4,864","4,431","4,659"
"768","[P]","    Kipubli","4,393","4,898","5,417","5,359","4,645","4,803","4,946","4,890","4,425","4,611","4,246","3,614","3,935","4,484","4,657"
"769","[P]","    BRG8.COM","9,219","9,134","7,681","8,151","8,021","6,750","5,903","6,121","5,203","5,031","4,961","4,653","4,809","4,931","4,599"
"770","[P]","    RORO44.COM","6,290","6,020","6,313","5,176","5,280","5,293","4,468","5,163","4,727","4,957","4,655","4,124","4,415","4,242","4,590"
"771","[P]","    edaily","3,578","3,869","3,908","2,701","4,079","4,676","3,370","3,921","4,103","4,444","2,867","3,548","3,963","3,955","4,587"
"772","[P]","    UPTODOWN.COM","4,703","4,443","4,752","4,422","4,290","4,651","4,464","5,018","4,970","5,649","5,691","5,420","5,353","4,905","4,576"
"773","[P]","    EMP3WORLD.COM","5,511","5,795","5,873","6,254","6,005","5,635","4,635","4,628","4,333","4,592","4,606","4,488","4,233","4,370","4,563"
"774","[P]","    RAPIDLIBRARY.COM","1,576","1,801","1,386","1,077","788","951","1,741","2,019","2,379","3,228","3,479","3,591","3,595","3,805","4,502"
"775","[P]","    Telegraaf Media Groep","4,257","4,143","4,609","4,269","4,097","4,483","4,148","4,442","4,221","4,659","4,494","4,429","4,377","4,333","4,476"
"776","[P]","    Thomson Reuters","3,941","4,756","4,963","4,327","2,856","3,079","3,273","3,456","2,947","2,969","2,784","2,701","3,065","4,287","4,466"
"777","[P](u)","    NHL Network","3,750","5,302","8,536","8,143","8,479","8,833","8,348","9,312","11,616","8,748","7,832","4,712","3,650","2,987","4,384"
"778","[P](U)","    HealthCentral","7,596","7,944","8,006","8,032","7,336","8,735","7,501","6,332","5,171","4,821","4,195","4,395","4,413","4,412","4,354"
"779","[P]","    MSGPLUSLIVE.NET","5,094","4,424","5,040","12,151","11,757","10,538","8,683","8,937","6,331","4,896","3,409","3,951","3,881","4,190","4,341"
"780","[P]","    8684.CN","6,004","5,947","6,140","5,471","4,019","3,585","3,131","4,282","4,889","4,159","2,265","3,779","3,624","3,466","4,338"
"781","[P]","    PSICOFXP.COM","6,249","7,431","7,602","7,444","6,704","6,079","4,506","4,415","4,181","4,465","4,388","4,068","4,336","4,203","4,330"
"782","[P]","    FLASHGAMES247.COM","5,622","4,864","4,776","5,472","5,515","5,815","4,740","4,659","4,326","4,320","4,609","4,979","4,318","4,205","4,323"
"783","[P]","    KUKINEWS.COM","4,084","3,797","2,928","2,918","2,593","2,842","2,956","3,222","3,341","3,494","3,361","3,330","3,328","3,459","4,321"
"784","[P]","    JEERAN.COM","6,786","7,177","7,825","7,180","6,803","5,761","4,012","3,571","4,592","4,808","3,610","3,344","3,435","3,854","4,314"
"785","[P]","    WANMEI.COM","3,489","3,381","4,513","4,687","6,719","5,122","3,226","4,656","6,597","4,431","3,483","1,871","2,429","5,330","4,273"
"786","[P]","    Tchibo","5,201","5,563","4,993","4,968","4,932","4,291","3,787","3,705","3,557","4,012","3,681","3,993","4,282","4,096","4,263"
"787","[P]","    Camfrog (App)","3,924","3,466","3,536","3,791","3,922","4,166","4,074","4,022","4,087","4,343","4,176","4,522","4,414","4,751","4,254"
"788","[P]","    FortuneCity Global Community","4,080","4,283","4,560","4,465","3,619","3,568","3,418","3,733","3,621","4,069","3,726","3,385","3,775","4,052","4,241"
"789","[M]","    LOGMEIN.COM (w/ history)","4,569","4,088","3,786","3,823","3,935","4,274","3,852","3,816","3,809","3,859","4,046","4,322","3,782","3,868","4,238"
"790","[P]","    YOURFILEHOST.COM","9,292","9,649","9,556","8,661","7,763","7,237","6,451","6,375","4,976","3,736","3,868","3,933","4,690","4,092","4,222"
"791","[P]","    6RB.COM","8,043","8,453","8,786","7,860","6,828","6,497","5,684","5,754","4,604","4,572","4,395","4,115","3,007","4,258","4,214"
"792","[P]","    EASY-SHARE.COM","7,134","6,719","6,701","6,433","5,887","6,184","5,223","5,536","5,144","5,711","6,063","6,181","6,207","6,512","4,169"
"793","[P]","    XICI.NET","14,062","13,394","11,189","10,739","9,326","8,146","7,737","8,003","6,479","6,378","6,982","6,624","8,261","3,304","4,132"
"794","[P]","    ESNIPS.COM","4,354","4,234","3,940","3,963","3,670","3,703","3,035","3,319","3,367","3,764","4,070","4,724","4,408","5,886","4,131"
"795","[P](u)","    Compare Infobase Limited","4,764","4,993","5,085","5,592","7,459","6,347","5,482","4,414","4,559","4,913","5,004","4,730","4,439","4,439","4,120"
"796","[P]","    IP138.COM","5,530","5,638","4,613","3,732","3,088","4,361","3,255","4,156","3,310","4,101","3,976","4,710","4,153","4,141","4,109"
"797","[P]","    Moneysupermarket.com Financial Group","4,267","3,822","3,311","3,024","2,604","4,172","3,637","3,686","3,609","3,784","3,681","4,185","3,953","3,739","4,067"
"798","[P]","    MOZOOK.COM","11,967","10,401","10,860","10,166","9,902","11,214","11,162","10,651","8,778","7,310","6,434","6,489","3,959","4,223","4,021"
"799","[P]","    ZHCW.COM","4,354","4,069","3,784","3,639","3,200","3,325","2,554","3,882","3,397","3,262","3,823","4,816","3,672","4,065","4,013"
"800","[P]","    Estee Lauder Sites","3,530","3,681","3,169","3,427","3,391","3,120","2,759","3,071","3,052","3,148","3,139","3,138","3,245","3,858","3,999"
"801","[P]","    WetterOnline GmbH","7,549","5,662","5,072","4,488","6,236","4,279","3,522","3,835","4,127","5,070","5,963","6,561","6,091","4,512","3,958"
"802","[P]","    Eastman Kodak","5,382","4,897","5,020","5,524","6,185","5,034","3,656","3,794","3,518","3,773","3,826","3,663","3,718","4,029","3,951"
"803","[P]","    GAME2.CN","4,506","2,937","2,546","1,232","881","2,430","3,483","2,606","2,512","3,510","2,967","3,108","2,672","2,738","3,914"
"804","[P]","    Trend Micro, Inc.","3,132","3,042","3,177","3,797","3,927","3,370","3,086","3,067","3,186","3,106","3,226","2,875","3,205","3,565","3,907"
"805","[P]","    SPRINGERLINK.COM","5,034","5,504","6,021","6,150","4,442","4,747","4,482","4,920","3,634","3,579","3,156","2,552","2,723","3,394","3,896"
"806","[P]","    Cablevision","8,891","7,572","8,237","9,247","9,424","9,060","7,438","8,413","8,014","7,651","3,657","3,698","4,375","3,966","3,874"
"807","[M](U)","    STARPULSE.COM (w/ history)","2,425","2,357","2,425","5,311","5,114","5,046","4,334","4,283","4,570","4,509","4,189","3,807","3,972","4,047","3,861"
"808","[P]","    China Economic Net","4,397","3,834","3,236","2,789","2,716","2,948","2,408","3,421","2,909","3,362","3,530","3,922","4,774","4,044","3,852"
"809","[P]","    DLTK Network Sites","2,619","3,121","4,364","3,616","3,403","2,899","2,941","3,172","2,650","2,706","2,055","1,971","2,316","2,673","3,844"
"810","[P](u)","    MINIJUEGOS.COM","4,435","3,964","3,977","3,838","4,490","4,346","3,926","3,799","3,802","3,735","4,103","4,381","3,968","3,595","3,820"
"811","[P]","    Interdots International","3,800","3,598","3,477","3,578","3,418","3,429","2,750","3,097","2,889","3,226","4,008","3,395","4,172","3,406","3,752"
"812","[P]","    Ekspress Grupp","4,049","3,964","3,848","3,713","3,743","3,643","3,176","3,507","3,423","3,606","3,453","3,766","3,647","3,526","3,749"
"813","[P]","    Tiscali Sites","7,493","7,009","5,842","5,548","4,486","5,431","4,923","4,612","4,329","4,748","4,329","3,655","3,418","3,474","3,728"
"814","[P]","    ZSHARE.NET","7,990","7,818","7,579","7,029","6,110","5,915","4,835","5,895","4,733","4,876","4,507","4,231","3,847","4,062","3,703"
"815","[P]","    GameDuell","6,098","5,084","4,437","4,613","5,361","7,970","5,360","3,690","3,812","2,787","2,395","2,545","3,082","3,414","3,683"
"816","[P]","    Tele2 Sites","4,516","4,311","4,504","4,156","3,992","3,730","3,249","3,815","3,174","3,452","3,386","3,596","3,630","3,523","3,676"
"817","[P]","    PalTalk","5,392","5,464","4,866","4,636","4,466","4,245","3,901","3,768","3,851","4,296","4,054","3,954","3,451","3,631","3,639"
"818","[P](U)","    EVA.VN","776","921","921","944","1,030","991","1,020","1,196","1,135","1,224","1,197","1,660","1,739","3,092","3,552"
"819","[P]","    READNOVEL.COM","4,318","3,427","3,054","2,938","2,924","3,013","3,497","3,348","3,828","4,381","2,953","3,504","4,213","4,160","3,526"
"820","[P]","    PHPNUKE.ORG","3,467","3,549","3,733","3,990","3,604","4,367","4,460","4,362","4,351","4,712","4,501","4,005","4,137","3,819","3,525"
"821","[P]","    RAYFILE.COM","4,004","3,985","3,307","2,635","2,255","3,092","2,039","2,305","2,184","2,224","2,423","2,937","2,667","2,457","3,496"
"822","[P]","    SHOPLOCAL.COM","4,137","3,828","3,883","6,500","5,277","3,373","3,114","3,317","3,052","3,323","3,078","3,431","4,275","3,670","3,483"
"823","[P]","    GEN.TR","1,248","2,508","3,506","2,270","1,480","2,140","2,473","3,654","3,473","4,363","4,537","2,168","2,523","3,773","3,470"
"824","[P]","    Proto Corporation","4,073","4,044","3,923","3,528","3,049","3,614","3,511","3,163","3,154","3,437","3,133","3,237","3,391","3,629","3,442"
"825","[M]","    VIETNAMNET.VN","2,686","2,492","2,707","2,655","2,493","2,904","2,445","2,795","2,069","2,314","2,477","2,664","5,217","3,645","3,419"
"826","[P]","    PartyGaming","7,328","6,409","5,014","5,400","4,742","4,808","4,960","6,205","5,493","7,015","4,977","4,325","3,528","3,287","3,416"
"827","[P]","    NOWCOM","3,610","3,281","2,829","2,225","2,391","2,875","2,406","2,206","2,639","3,030","2,357","2,809","3,053","3,261","3,409"
"828","[M]","    NGOISAO.NET","1,868","1,898","1,897","1,926","2,019","2,077","1,838","2,084","1,914","2,070","2,136","2,178","3,435","3,366","3,389"
"829","[P]","    BOOSJ.COM","3,940","3,338","2,684","2,812","2,646","2,569","3,320","4,623","5,255","4,673","4,066","4,606","3,396","4,001","3,361"
"830","[P]","    BADONGO.COM","5,754","5,242","5,153","4,846","4,019","4,078","3,412","3,327","3,339","3,515","3,080","3,078","3,287","3,008","3,322"
"831","[P]","    CQVIP.COM","3,321","3,669","3,413","3,660","2,631","2,088","2,071","2,621","2,446","2,194","2,721","1,979","2,555","3,761","3,312"
"832","[M]","    SOFT32.COM (w/ history)","3,380","3,159","3,195","2,720","2,703","2,648","2,504","2,547","2,130","2,321","2,230","2,282","3,525","3,172","3,310"
"833","[M]","    PLAYFISH.COM","3,085","3,096","8,141","2,435","2,399","1,745","1,465","1,308","1,275","968","1,917","2,826","4,840","5,993","3,297"
"834","[P]","    GameStop","9,690","10,024","11,921","3,713","4,058","2,957","2,518","2,475","2,423","2,775","3,007","2,594","3,100","2,999","3,283"
"835","[P]","    GAMES2GIRLS.COM","3,575","3,098","2,877","3,292","3,537","3,651","3,344","3,512","3,357","3,444","3,829","4,101","4,194","3,215","3,261"
"836","[P]","    Independent News & Media","1,954","1,735","1,875","1,990","1,689","2,114","1,806","1,947","1,893","2,366","2,141","2,153","2,915","2,963","3,250"
"837","[M]","    NISSEN.CO.JP","2,775","3,010","3,133","2,949","2,183","2,256","2,396","2,184","2,333","2,571","2,569","2,152","2,164","2,472","3,248"
"838","[P]","    SUMOTORRENT.COM","3,530","3,408","3,705","2,973","2,650","2,903","2,391","3,013","3,058","3,457","3,248","3,098","2,786","2,945","3,211"
"839","[P]","    GARENA.COM","4,307","4,195","4,246","3,726","2,566","2,736","2,455","2,561","2,663","2,457","2,536","2,470","2,671","2,622","3,196"
"840","[P]","    Universia","3,105","3,602","3,577","3,789","2,381","2,687","2,451","3,384","2,926","3,402","3,269","2,467","2,548","2,736","3,178"
"841","[P]","    SEDO Sites","7,481","6,987","6,788","9,638","8,329","7,347","6,382","8,472","5,808","7,076","6,420","5,983","6,302","6,455","3,155"
"842","[P]","    TE3P.COM","5,442","5,548","6,085","5,717","5,129","5,157","4,069","4,624","3,596","3,824","3,808","3,349","3,569","3,241","3,084"
"843","[P]","    Benesse Corporation","3,982","3,766","3,356","3,551","3,130","3,427","3,316","3,349","2,784","3,155","2,968","3,182","2,961","3,111","3,079"
"844","[M](U)","    FLIXSTER.COM","5,388","4,934","4,879","5,259","4,732","3,924","3,634","3,435","2,962","3,007","2,913","2,793","2,732","2,862","3,063"
"845","[M]","    GAMEZHERO.COM","3,861","2,948","2,898","2,932","3,073","3,311","3,034","3,331","3,122","2,766","3,400","3,409","3,511","2,798","3,034"
"846","[P](U)","    PLAYLIST.COM","4,001","4,202","4,291","4,504","4,798","4,320","3,786","4,177","3,864","3,761","3,072","2,940","2,845","3,013","3,024"
"847","[M]","    VTC.VN","1,518","1,271","1,177","1,195","1,152","1,071","1,064","1,269","1,338","1,497","1,519","1,551","2,788","2,919","3,014"
"848","[M](U)","    PCH.COM (w/ history)","5,670","5,138","4,657","4,063","3,760","4,761","5,067","4,143","3,157","2,538","2,419","3,123","2,570","2,202","2,988"
"849","[P]","    BLOGBUS.COM","5,284","4,750","4,125","3,885","3,217","3,562","3,439","3,673","3,347","3,717","3,280","2,668","2,675","2,444","2,964"
"850","[M]","    CLIP.VN","1,678","1,624","1,685","1,528","1,447","1,477","1,314","1,483","1,402","1,587","1,528","1,636","2,753","2,933","2,936"
"851","[P]","    2DPLAY.COM","4,569","3,602","3,292","3,414","3,695","3,569","3,421","3,442","3,253","3,449","3,498","3,671","3,427","2,689","2,936"
