"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2012 comScore, Inc"
"","","","Time Period :: October 2010 - December 2011","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 1/20/2012","","","","","",""

"","","","Oct-2010","Nov-2010","Dec-2010","Jan-2011","Feb-2011","Mar-2011","Apr-2011","May-2011","Jun-2011","Jul-2011","Aug-2011","Sep-2011","Oct-2011","Nov-2011","Dec-2011"
"686","[P]","    Ekspress Grupp","3,848","3,713","3,743","3,643","3,176","3,507","3,423","3,606","3,453","3,766","3,647","3,526","3,749","3,596","4,203"
"687","[P]","    RORO44.COM","6,313","5,176","5,280","5,293","4,468","5,163","4,727","4,957","4,655","4,124","4,415","4,242","4,590","3,863","4,188"
"688","[P]","    GameStop","11,921","3,713","4,058","2,957","2,518","2,475","2,423","2,775","3,007","2,594","3,100","2,999","3,283","4,152","4,170"
"689","[P]","    First Choice Holidays PLC","5,768","5,340","4,636","7,654","6,475","6,419","5,721","6,761","6,321","6,737","6,525","5,792","5,576","4,900","4,135"
"690","[P]","    MOZOOK.COM","10,860","10,166","9,902","11,214","11,162","10,651","8,778","7,310","6,434","6,489","3,959","4,223","4,021","4,599","4,051"
"691","[P]","    NHACCUATUI.COM","2,607","2,593","2,565","2,563","2,114","2,469","2,579","2,711","2,642","2,688","4,539","4,779","4,876","3,859","4,044"
"692","[P]","    Camfrog (App)","3,536","3,791","3,922","4,166","4,074","4,022","4,087","4,343","4,176","4,522","4,414","4,751","4,254","4,461","4,034"
"693","[P]","    WetterOnline GmbH","5,072","4,488","6,236","4,279","3,522","3,835","4,127","5,070","5,963","6,561","6,091","4,512","3,958","3,141","4,018"
"694","[P]","    MININOVA.ORG","6,121","5,219","4,606","4,685","4,037","4,467","4,679","5,765","5,714","6,014","5,586","5,603","4,801","4,362","4,016"
"695","[P](U)","    RH Donnelley","7,427","7,168","6,503","7,715","6,666","7,621","7,198","6,415","6,379","6,899","6,451","5,961","5,389","5,339","4,016"
"696","[P]","    GYYX.CN","2,237","3,924","5,550","6,548","7,473","4,191","3,780","3,595","4,032","6,241","6,196","5,192","7,183","7,006","3,990"
"697","[P]","    MINIJUEGOS.COM","3,977","3,838","4,490","4,346","3,926","3,799","3,802","3,735","4,103","4,381","3,968","3,595","3,820","3,776","3,968"
"698","[P]","    PHPNUKE.ORG","3,733","3,990","3,604","4,367","4,460","4,362","4,351","4,712","4,501","4,005","4,137","3,819","3,525","3,198","3,906"
"699","[P]","    edaily","3,908","2,701","4,079","4,676","3,370","3,921","4,103","4,444","2,867","3,548","3,963","3,955","4,587","3,974","3,861"
"700","[P]","    Trend Micro, Inc.","3,177","3,797","3,927","3,370","3,086","3,067","3,186","3,106","3,226","2,875","3,205","3,565","3,907","3,745","3,856"
"701","[P]","    PIPI.CN","6,932","6,847","7,227","8,847","6,843","6,646","6,567","6,597","5,714","5,307","5,294","4,590","4,706","4,932","3,855"
"702","[P]","    8684.CN","6,140","5,471","4,019","3,585","3,131","4,282","4,889","4,159","2,265","3,779","3,624","3,466","4,338","4,046","3,826"
"703","[P]","    PartyGaming","5,014","5,400","4,742","4,808","4,960","6,205","5,493","7,015","4,977","4,325","3,528","3,287","3,416","3,705","3,784"
"704","[P](U)","    EVA.VN","921","944","1,030","991","1,020","1,196","1,135","1,224","1,197","1,660","1,739","3,092","3,552","3,496","3,770"
"705","[P]","    UPTODOWN.COM","4,752","4,422","4,290","4,651","4,464","5,018","4,970","5,649","5,691","5,420","5,353","4,905","4,576","3,995","3,769"
"706","[P]","    Grupo Planeta Sites","5,852","6,177","5,265","5,754","5,137","5,334","4,668","5,726","5,414","5,032","4,855","5,278","4,768","4,277","3,743"
"707","[P]","    Thomson Reuters","4,963","4,327","2,856","3,079","3,273","3,456","2,947","2,969","2,784","2,701","3,065","4,287","4,466","4,551","3,742"
"708","[P]","    6RB.COM","8,786","7,860","6,828","6,497","5,684","5,754","4,604","4,572","4,395","4,115","3,007","4,258","4,214","3,749","3,734"
"709","[P]","    GAME2.CN","2,546","1,232","881","2,430","3,483","2,606","2,512","3,510","2,967","3,108","2,672","2,738","3,914","4,092","3,726"
"710","[P]","    Tele2 Sites","4,504","4,156","3,992","3,730","3,249","3,815","3,174","3,452","3,386","3,596","3,630","3,523","3,676","3,636","3,665"
"711","[P]","    Job.com Sites","7,231","5,939","5,452","6,503","5,631","5,309","4,990","5,287","5,138","4,742","3,540","4,596","4,833","4,712","3,659"
"712","[P]","    ZHCW.COM","3,784","3,639","3,200","3,325","2,554","3,882","3,397","3,262","3,823","4,816","3,672","4,065","4,013","4,071","3,659"
"713","[P]","    HENHAOJI.COM","3,105","1,889","3,125","3,058","1,883","2,743","2,690","2,356","3,206","3,511","3,460","7,772","6,488","6,695","3,640"
"714","[P]","    ZSHARE.NET","7,579","7,029","6,110","5,915","4,835","5,895","4,733","4,876","4,507","4,231","3,847","4,062","3,703","3,968","3,631"
"715","[P]","    Weight Watchers International","3,642","3,308","2,778","7,030","5,867","4,980","4,344","4,910","4,564","4,327","4,450","4,977","4,718","3,805","3,618"
"716","[P]","    KUWAITUP.COM","3,945","3,559","3,456","3,185","2,903","3,111","3,128","3,149","2,120","2,798","3,150","3,170","2,764","2,217","3,568"
"717","[P](u)","    Tiscali Sites","5,842","5,548","4,486","5,431","4,923","4,612","4,329","4,748","4,329","3,655","3,418","3,474","3,728","3,738","3,545"
"718","[P]","    MSGPLUSLIVE.NET","5,040","12,151","11,757","10,538","8,683","8,937","6,331","4,896","3,409","3,951","3,881","4,190","4,341","2,678","3,537"
"719","[P]","    PalTalk","4,866","4,636","4,466","4,245","3,901","3,768","3,851","4,296","4,054","3,954","3,451","3,631","3,639","3,495","3,373"
"720","[P]","    SPRINGERLINK.COM","6,021","6,150","4,442","4,747","4,482","4,920","3,634","3,579","3,156","2,552","2,723","3,394","3,896","3,861","3,360"
"721","[P]","    TE3P.COM","6,085","5,717","5,129","5,157","4,069","4,624","3,596","3,824","3,808","3,349","3,569","3,241","3,084","3,133","3,353"
"722","[P]","    SHVOONG.COM","5,678","6,354","4,490","4,746","4,936","5,530","5,365","6,054","5,196","3,743","4,036","4,782","4,742","4,588","3,294"
"723","[P]","    BLOGBUS.COM*","4,125","3,885","3,217","3,562","3,439","3,673","3,347","3,717","3,280","2,668","2,675","2,444","2,964","3,532","3,238"
"724","[P]","    TOGGLE.COM","5,465","4,982","4,583","4,887","4,314","4,063","3,247","3,435","3,205","3,027","2,976","2,899","2,798","2,841","3,209"
"725","[P]","    FortuneCity Global Community","4,560","4,465","3,619","3,568","3,418","3,733","3,621","4,069","3,726","3,385","3,775","4,052","4,241","3,917","3,142"
"726","[P]","    265.COM","3,327","3,421","3,038","2,774","2,886","2,892","2,362","2,596","3,159","2,679","2,770","2,430","2,838","2,691","3,093"
"727","[P]","    Interdots International","3,477","3,578","3,418","3,429","2,750","3,097","2,889","3,226","4,008","3,395","4,172","3,406","3,752","3,176","3,091"
"728","[P]","    SUMOTORRENT.COM","3,705","2,973","2,650","2,903","2,391","3,013","3,058","3,457","3,248","3,098","2,786","2,945","3,211","3,088","3,085"
"729","[P]","    2DPLAY.COM","3,292","3,414","3,695","3,569","3,421","3,442","3,253","3,449","3,498","3,671","3,427","2,689","2,936","2,856","3,072"
"730","[P]","    Proto Corporation","3,923","3,528","3,049","3,614","3,511","3,163","3,154","3,437","3,133","3,237","3,391","3,629","3,442","3,323","3,056"
"731","[P](U)","    PLAYLIST.COM","4,291","4,504","4,798","4,320","3,786","4,177","3,864","3,761","3,072","2,940","2,845","3,013","3,024","2,889","3,005"
"732","[P]","    Pepsi Co.","4,256","3,563","3,464","3,576","2,510","2,801","2,486","3,470","3,191","3,320","3,185","3,283","2,613","2,902","2,978"
"733","[P]","    HONGXIU.COM","2,238","2,076","1,661","2,097","2,087","2,491","2,203","2,727","3,004","2,603","2,997","2,650","2,484","3,259","2,961"
"734","[P]","    Moneysupermarket.com Financial Group","3,311","3,024","2,604","4,172","3,637","3,686","3,609","3,784","3,681","4,185","3,953","3,739","4,067","3,470","2,953"
"735","[P]","    NOWCOM","2,829","2,225","2,391","2,875","2,406","2,206","2,639","3,030","2,357","2,809","3,053","3,261","3,409","2,965","2,947"
"736","[P]","    Benesse Corporation","3,356","3,551","3,130","3,427","3,316","3,349","2,784","3,155","2,968","3,182","2,961","3,111","3,079","2,927","2,939"
"737","[P]","    GRAAAM.COM","4,850","4,202","4,106","4,172","3,282","3,523","2,996","2,926","2,961","2,721","2,601","2,765","2,827","2,992","2,918"
"738","[P](u)","    Independent News & Media","1,875","1,990","1,689","2,114","1,806","1,947","1,893","2,366","2,141","2,153","2,915","2,963","3,250","3,061","2,900"
"739","[P]","    GAMES2GIRLS.COM","2,877","3,292","3,537","3,651","3,344","3,512","3,357","3,444","3,829","4,101","4,194","3,215","3,261","3,164","2,899"
"740","[P]","    DLTK Network Sites","4,364","3,616","3,403","2,899","2,941","3,172","2,650","2,706","2,055","1,971","2,316","2,673","3,844","3,562","2,893"
"741","[P]","    PSICOFXP.COM","7,602","7,444","6,704","6,079","4,506","4,415","4,181","4,465","4,388","4,068","4,336","4,203","4,330","3,525","2,868"
"742","[P]","    BADONGO.COM","5,153","4,846","4,019","4,078","3,412","3,327","3,339","3,515","3,080","3,078","3,287","3,008","3,322","2,838","2,826"
"743","[P]","    Hallmark","3,018","4,290","5,289","2,945","3,586","2,604","2,441","2,428","2,286","2,106","2,138","2,563","1,816","2,401","2,771"
"744","[P]","    GameDuell","4,437","4,613","5,361","7,970","5,360","3,690","3,812","2,787","2,395","2,545","3,082","3,414","3,683","3,436","2,745"
"745","[P]","    ELAANA.COM","6,523","5,670","5,541","3,455","1,990","1,873","2,655","2,865","3,422","3,347","3,099","3,400","2,768","2,618","2,581"
"746","[P]","    GARENA.COM","4,246","3,726","2,566","2,736","2,455","2,561","2,663","2,457","2,536","2,470","2,671","2,622","3,196","2,868","2,575"
"747","[P]","    WEBHATTI.COM","2,983","2,831","2,883","2,990","2,723","3,268","3,116","3,382","2,840","2,708","2,754","2,574","2,652","2,391","2,554"
"748","[P]","    RAYFILE.COM","3,307","2,635","2,255","3,092","2,039","2,305","2,184","2,224","2,423","2,937","2,667","2,457","3,496","2,765","2,516"
"749","[P]","    spreadshirt","1,579","1,388","1,901","1,980","1,649","1,871","1,852","2,570","2,386","2,443","2,496","2,050","2,230","2,479","2,467"
"750","[P]","    Clearspring Technologies","1,876","1,966","2,012","1,912","2,346","2,789","2,210","2,245","2,163","2,207","2,159","2,378","2,560","2,358","2,458"
"751","[P]","    JEDDAHBIKERS.COM","4,924","4,407","4,456","5,030","4,213","4,032","3,688","4,157","3,729","3,356","3,306","2,713","2,207","2,193","2,431"
"752","[P]","    SPB.RU","2,234","2,291","2,093","2,183","2,008","2,062","2,170","2,379","2,137","1,904","2,038","2,162","2,328","2,388","2,428"
"753","[P]","    USEN Group","1,798","1,822","1,852","1,809","1,582","1,615","1,624","1,752","1,553","1,882","2,030","2,135","2,165","2,329","2,388"
"754","[P]","    PHOTOFUNIA.COM","3,984","3,409","3,820","3,809","3,213","3,095","2,961","3,102","2,705","2,770","2,597","2,337","2,327","2,280","2,366"
"755","[P]","    JMnet (JoongAng Media Network)","12,309","9,418","8,943","7,047","5,554","6,775","5,985","6,048","3,514","4,584","5,006","2,476","2,665","2,726","2,354"
"756","[P]","    ESNIPS.COM","3,940","3,963","3,670","3,703","3,035","3,319","3,367","3,764","4,070","4,724","4,408","5,886","4,131","3,289","2,309"
"757","[P]","    GGL Media","3,405","3,380","3,145","3,210","2,899","2,867","2,835","2,773","2,759","2,810","2,532","2,385","2,536","2,214","2,308"
"758","[P]","    ORBITDOWNLOADER.COM","10,624","10,131","10,252","10,448","10,067","10,314","10,192","10,427","9,841","9,738","10,285","10,926","2,436","2,713","2,257"
"759","[P]","    TORRENTPORTAL.COM","3,459","2,874","2,934","3,049","2,629","2,404","2,669","3,108","2,991","3,478","3,032","2,637","2,848","2,468","2,257"
"760","[P]","    REGNOW.COM","2,310","2,109","2,289","2,618","2,264","2,252","2,277","2,370","2,397","2,333","2,265","2,061","2,145","2,188","2,251"
"761","[P]","    SeaRainbow Holding Corp","2,236","2,522","2,466","2,661","2,574","2,883","2,622","2,308","2,721","2,513","2,257","2,361","1,895","1,900","2,167"
"762","[P]","    Earthlink","2,653","2,798","2,425","2,470","2,294","2,244","2,133","2,398","2,054","2,189","2,448","2,376","2,717","2,385","2,149"
"763","[P]","    Meebo Messenger IM","5,873","5,163","6,479","4,725","4,035","3,799","3,576","3,513","3,602","3,082","3,124","2,986","2,923","2,794","2,077"
"764","[P]","    MEXAT.COM","3,445","3,325","3,028","1,496","1,284","2,274","1,820","2,014","2,123","1,932","2,094","1,898","1,989","2,012","2,039"
"765","[P]","    YOURFILEHOST.COM","9,556","8,661","7,763","7,237","6,451","6,375","4,976","3,736","3,868","3,933","4,690","4,092","4,222","3,082","2,003"
"766","[P]","    COOLCHASER.COM","3,554","3,152","2,928","2,270","1,816","1,793","1,735","1,861","1,943","1,904","2,028","1,927","2,269","2,088","2,002"
"767","[P]","    XANGA.COM","3,163","3,103","2,811","2,510","2,330","2,324","2,086","2,040","2,073","2,182","1,993","2,117","2,255","2,122","1,999"
"768","[P]","    PBASE.COM","3,103","2,803","2,431","2,709","2,682","2,654","2,321","2,362","2,260","2,322","2,363","2,279","2,182","2,090","1,968"
"769","[P]","    GoNamic GmbH","4,295","5,312","5,478","5,579","4,536","3,563","1,965","1,627","1,637","1,640","1,518","1,750","1,843","1,836","1,902"
"770","[P]","    Bokee Sites","2,721","3,109","2,651","2,352","1,993","2,311","2,029","2,338","2,081","2,183","1,504","1,867","2,368","2,186","1,888"
"771","[P](u)","    GN Multicultural (Evolve Media Corp.)","4,653","2,072","2,232","2,158","1,704","1,745","1,523","1,658","1,852","1,518","1,749","1,658","1,980","1,720","1,858"
"772","[P]","    Universia","3,577","3,789","2,381","2,687","2,451","3,384","2,926","3,402","3,269","2,467","2,548","2,736","3,178","2,920","1,850"
"773","[P]","    H&R Block","733","925","1,995","8,822","12,417","5,878","4,587","724","663","706","730","747","1,127","1,271","1,848"
"774","[P]","    BUECHER.DE","2,036","2,772","2,538","2,014","1,898","1,691","1,380","1,534","1,549","1,418","1,517","1,625","1,862","1,924","1,815"
"775","[P]","    DIVSHARE.COM","3,987","2,813","2,149","2,316","1,909","1,964","1,562","1,626","1,548","1,372","1,612","1,464","1,386","1,640","1,790"
"776","[P]","    Bravenet Web Services","2,858","2,712","2,808","2,915","1,884","1,889","1,844","2,445","1,725","1,712","1,765","1,799","1,953","1,741","1,768"
"777","[P]","    COOLS4U.COM","3,305","2,788","2,251","2,450","2,128","2,175","1,998","1,807","1,815","1,710","1,494","1,614","1,703","2,063","1,760"
"778","[P]","    mIRC","2,980","2,712","2,560","2,530","2,302","2,291","2,131","2,075","1,911","1,955","1,854","1,905","1,979","1,715","1,741"
"779","[P]","    SHERV.NET","6,996","5,763","4,987","4,584","3,625","3,790","3,453","3,149","2,739","2,418","2,223","1,971","2,037","1,837","1,719"
"780","[P]","    Ganz","1,616","1,834","2,223","1,792","1,506","1,500","1,351","1,188","1,548","1,579","1,518","1,185","1,299","1,493","1,711"
"781","[P]","    SEDO Sites","6,788","9,638","8,329","7,347","6,382","8,472","5,808","7,076","6,420","5,983","6,302","6,455","3,155","2,033","1,641"
"782","[P]","    Slide Sites","3,916","4,119","4,665","4,891","3,705","3,013","2,642","2,420","2,499","2,491","2,447","2,094","2,169","1,697","1,517"
"783","[P]","    ABOUTUS.ORG","1,501","1,578","1,397","1,681","1,488","1,335","1,397","1,390","1,349","1,594","1,620","1,857","1,626","1,508","1,442"
"784","[P]","    POMOHO.COM","8,407","8,098","7,695","11,943","10,466","11,236","10,602","10,816","5,191","1,538","1,477","1,722","1,746","1,156","1,288"
"785","[P]","    51MOLE.COM","2,465","1,728","1,536","2,142","2,337","1,171","2,085","2,439","2,808","2,771","2,881","1,860","2,011","1,065","1,240"
"786","[P]","    EASY-SHARE.COM","6,701","6,433","5,887","6,184","5,223","5,536","5,144","5,711","6,063","6,181","6,207","6,512","4,169","252","1,147"
"787","[P]","    SPLINDER.COM","2,986","3,038","2,603","2,749","2,335","2,076","1,945","2,265","2,448","2,191","2,211","2,490","2,736","2,320","1,130"
"788","[P]","    Pangea Media","2,074","1,997","1,753","1,752","1,090","900","925","1,170","1,475","1,547","1,006","851","1,130","1,250","1,108"
"789","[P]","    QVOD.COM","6,311","1,348","1,116","2,322","5,090","5,700","5,871","3,221","1,204","1,533","1,299","1,211","1,729","1,140","1,102"
"790","[P]","    6ARAB.COM","2,328","2,283","2,055","2,185","1,913","1,824","1,739","1,628","1,381","1,571","856","1,413","1,351","1,247","1,045"
"791","[P]","    OWNSKIN.COM","2,209","2,045","1,986","2,000","1,640","1,523","1,440","1,479","1,270","1,201","1,496","1,240","1,280","1,211","1,007"
"792","[P]","    ArticlesBase.com Sites","10,459","1,684","1,220","1,411","1,440","1,756","1,390","1,767","1,469","1,350","1,336","1,200","1,226","1,262","931"
"793","[P]","    LIMEWIRE.COM","20,594","13,586","7,129","4,772","2,913","2,537","2,012","1,369","1,342","1,187","1,050","958","1,047","973","856"
"794","[P]","    FANBOX.COM","5,471","6,739","4,840","6,627","4,818","3,526","2,819","2,298","1,600","2,708","2,710","1,984","1,714","914","829"
"795","[P]","    BLOGGUM.COM","2,008","1,979","1,748","1,189","1,050","1,086","1,026","1,026","751","654","606","619","765","762","783"
"796","[P]","    DOWNLOAD3000.COM","3,474","3,194","3,165","3,357","2,573","2,594","1,889","1,486","1,359","1,214","1,071","897","819","820","779"
"797","[P]","    Imaginova Network","766","772","649","809","611","613","598","664","564","459","518","876","927","858","766"
"798","[P]","    TIMNHANH.COM","677","599","649","511","515","628","435","466","441","394","754","802","853","837","754"
"799","[P]","    Eutelia","843","936","798","818","705","667","661","702","670","697","601","695","670","681","693"
"800","[P]","    Freechal INC.","4,842","4,215","4,343","4,305","3,275","2,752","2,025","1,910","1,737","1,271","753","722","926","729","689"
"801","[P]","    KINO.TO","8,271","8,528","8,750","8,819","8,067","8,388","8,661","9,315","7,219","2,305","1,423","831","922","673","686"
"802","[P]","    PlasmaNet Sites","976","845","707","941","1,051","967","863","1,255","1,144","589","492","491","702","857","654"
"803","[P]","    WARESEEKER.COM","3,434","6,159","5,354","6,065","5,399","2,669","875","813","878","823","932","1,040","1,012","739","611"
"804","[P]","    TaxACT","240","229","485","5,247","6,388","2,847","3,355","415","312","221","321","337","371","328","598"
"805","[P]","    TOPSHAREWARE.COM","10,194","9,253","9,052","9,516","7,937","7,943","6,463","5,647","5,314","3,182","792","715","774","710","562"
"806","[P]","    EVERSAVE.COM","3,656","3,104","2,357","545","458","198","193","303","291","322","285","262","501","672","477"
"807","[P]","    FRIENDSTER.COM","6,477","6,134","5,358","5,110","4,467","4,435","4,035","4,297","4,090","1,703","938","782","576","572","474"
"808","[P]","    Oversee.net Network","617","456","1,124","2,530","675","421","257","303","441","380","441","411","468","457","463"
"809","[P]","    8D.CN","216","196","137","52","72","60","47","118","178","58","108","82","394","380","414"
"810","[P]","    Veoh (App)","1,010","1,121","1,099","999","877","815","776","781","661","649","563","568","573","485","408"
"811","[P]","    NewIPs","753","849","666","722","721","714","628","530","504","433","338","286","393","371","370"
"812","[P]","    YE-SOFT.NET","1,652","2,551","2,000","1,624","1,572","1,888","1,437","760","350","383","410","635","537","461","366"
"813","[P]","    PYZAM.COM","900","616","525","523","419","491","309","325","327","373","327","281","399","327","321"
"814","[P]","    DUOTEGAME.COM","1,657","1,216","1,441","1,371","1,308","936","218","361","308","520","410","177","267","248","317"
"815","[P]","    TAGSTORY.COM","418","372","508","255","197","192","246","272","163","308","228","473","484","213","298"
"816","[P]","    NAMIPAN.COM","2,713","1,556","1,162","1,076","814","2,460","787","713","884","720","824","1,138","895","682","298"
"817","[P](U)","    Atrinsic, Inc.","4,376","4,722","5,123","5,160","4,053","3,758","2,961","2,550","2,279","2,267","2,340","2,436","2,447","2,271","295"
"818","[P]","    ZVue Networks","327","373","444","339","320","277","259","231","280","263","250","199","250","545","280"
"819","[P]","    OPENV.COM*","444","312","169","114","173","134","668","979","663","493","958","103","199","269","232"
"820","[P]","    ALTOOLS.COM","159","206","136","302","182","256","195","278","186","173","205","292","226","188","205"
"821","[P]","    MYHOTCOMMENTS.COM","1,247","752","674","532","388","432","301","316","290","297","256","301","341","292","204"
"822","[P]","    WOYO.COM","243","24","976","2,896","4,294","8,460","12,544","6,628","1,946","76","98","1,388","98","3","182"
"823","[P]","    COOLSAVINGS.COM","248","186","151","170","146","529","569","747","732","832","871","820","359","242","168"
"824","[P]","    QQ163.COM","2,628","2,898","3,048","1,063","769","898","601","877","974","634","577","363","392","320","164"
"825","[P]","    STARTIMES2.COM","241","288","250","230","190","176","255","200","138","133","142","138","143","203","163"
"826","[P]","    Connexus","648","588","467","455","400","334","290","299","294","251","263","288","159","168","143"
"827","[P]","    IMAGEVENUE.COM","679","648","716","639","561","650","566","1,572","1,152","380","706","489","590","420","140"
"828","[P]","    OSCAR.COM","68","70","121","512","2,088","623","39","68","29","82","78","64","30","74","101"
"829","[P]","    TORRENTZ.COM","28,352","27,318","20,096","48","50","36","56","56","60","64","86","113","181","149","94"
"830","[P]","    STARTVG.COM","368","368","574","640","519","379","341","277","285","164","181","123","93","69","89"
"831","[P]","    iEUROP Sites","6,385","5,953","4,742","4,889","3,971","3,520","2,505","2,821","1,964","1,361","882","470","40","72","77"
"832","[P]","    KEENFINDER.COM","231","258","183","143","151","103","112","121","73","65","50","81","58","39","65"
"833","[P]","    Mio.tv Network","966","812","798","741","394","244","76","69","58","101","68","80","94","71","51"
"834","[P]","    OZQ8.COM","N/A","140","142","118","115","109","94","87","91","51","1","18","43","29","25"
"835","[P]","    BBVOD.NET","1,302","2,341","1,643","834","1,067","321","16","0","51","N/A","2","1","97","N/A","12"
"836","[P]","    imeem","4","10","6","3","1","2","0","0","2","6","3","7","3","5","5"
"837","[P]","    LOCALBILLING.COM","3,695","2,767","87","9","11","13","8","9","19","23","14","16","19","15","4"
"838","[P]","    TORRENTS.RU","10","N/A","0","1","6","4","N/A","N/A","3","5","5","4","5","4","2"
"839","[P]","    IT&IS Siglo XXI","7,986","7,937","8,386","7,652","7,225","7,141","6,627","2","N/A","3","N/A","1","N/A","1","1"
"840","[P]","    eBuddy Sites","1","2","1","30","0","0","1","1","1","0","1","1","0","N/A","0"
"841","[P]","    Stage6 by DivX","8,722","13,752","8,710","8,252","6,468","7,028","11,452","N/A","N/A","1","1","N/A","N/A","N/A","N/A"
"842","[P]","    6RBTOP.COM","3,835","3,388","2,741","2,557","2,107","24","27","2","4","17","5","N/A","1","4","N/A"
"843","[P]","    PConline.cn Sites","33,203","30,111","28,737","29,373","27,530","31,210","27,240","31,331","34,406","35,857","N/A","N/A","N/A","N/A","N/A"
"844","[P]","    CCLEANER.COM","30","2","1","1","N/A","0","N/A","N/A","1","6","0","0","N/A","N/A","N/A"
"845","[P]","    Mapsolute","4,251","3,735","3,251","3,761","3,281","3,483","3,324","3,689","3,811","3,818","3,612","2,469","N/A","N/A","N/A"
"846","[P]","    Sonic Solutions","4,789","4,619","3,522","3,511","2,979","3,217","2,841","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"847","[P]","    GAMEBTO.COM","83","82","8","N/A","1","0","1","23","82","98","N/A","0","N/A","N/A","N/A"
"","Media Metrix 2.0 Legend","","","","","",""
"","[P]         Property","","","","","",""
"","[M]         Media Title","","","","","",""
"","[C]         Channel","","","","","",""
"","[S]         Subchannel","","","","","",""
"","[G]         Group","","","","","",""
"","[SG]         Subgroup","","","","","",""
"","[E]         Custom Entity","","","","","",""
"","[N]         Ad Network","","","","","",""
"","[A#]         Alternate Rollup","","","","","",""
"","[X1]         Extended Network","","","","","",""
"","(U)         Fully Unified - Used to identify entities that are measured and reported completely based on Panel-Centric Unified (Panel + Census) measurement.","","","","","",""
"","(u)         Partially Unified - Used to identify entities with at least one child entity that is Fully Unified, but not all.","","","","","",""
"","w/History         Trend combines media previously reported under different parent and/or different level.","","","","","",""
"","*         Indicates that the entity has assigned traffic to certain pages in the domain to other entities","","","","","",""
"","**         Indicates that the entity is an advertising network.","","","","","",""
"","(v)         Indicates that the advertising network has been verified by comScore.","","","","","",""
"","...         Indicates data used fell below minimum reporting standards and/or data not available.","","","","","",""
"","N/A         Indicates data is not available in the data set for reporting for the specified time period.","","","","","",""
"","#         Caution - small base may result in unstable projection.","","","","","",""
"","##         Directional purposes only - base too unstable for reliable projection.","","","","","",""
""," ","","","","","",""
"","Details on minimum reporting standards are located at: http://mymetrix.comscore.com/mmx/definitions_minreportingstandards.asp","","","","","",""
"","","","","","","",""
"","
comScore made an update to Worldwide population estimate. Please refer to http://mymetrix.comscore.com/app/ExtendedMMXUniversalFootNote.aspx for more information.","","","","","",""

