"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Universe :: Home and Work","","","","","","(c)2013 comScore, Inc"
"","","","Time Period :: August 2012 - October 2013","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 11/22/2013","","","","","",""

"","","","Aug-2012","Sep-2012","Oct-2012","Nov-2012","Dec-2012","Jan-2013","Feb-2013","Mar-2013","Apr-2013","May-2013","Jun-2013","Jul-2013","Aug-2013","Sep-2013","Oct-2013"
"515","[P]","    CENTERBLOG.NET","7,188","7,092","7,461","7,429","7,985","6,806","5,474","6,060","4,878","5,370","4,969","5,476","4,877","5,677","5,763"
"516","[P]","    CQVIP.COM","6,695","6,576","5,536","4,646","4,550","4,069","2,754","4,986","7,677","8,223","7,019","6,504","5,677","5,597","5,743"
"517","[P]","    Internet Initiative Japan","11,215","11,853","11,223","11,668","10,822","10,756","8,918","9,506","8,644","8,870","6,344","6,377","6,345","5,593","5,699"
"518","[P]","    IP138.COM","6,503","5,510","6,144","6,457","6,035","5,599","3,956","4,648","6,835","7,195","6,430","8,956","9,960","7,676","5,668"
"519","[P]","    BOOSJ.COM","1,070","694","1,039","2,499","746","911","619","671","1,325","1,524","1,281","2,043","5,276","4,832","5,647"
"520","[P]","    IRS.GOV","5,372","4,149","5,333","4,220","5,038","12,901","22,614","16,931","16,860","7,532","6,308","6,283","5,747","4,929","5,565"
"521","[P]","    News International","11,859","11,497","10,582","10,394","10,762","13,207","13,439","14,463","14,896","15,814","15,458","16,443","9,617","6,990","5,562"
"522","[P]","    PalTalk","7,055","7,079","6,818","7,053","7,010","6,562","5,672","6,365","6,001","6,161","5,911","5,676","5,500","5,612","5,510"
"523","[P]","    Ekspress Grupp","4,064","4,456","4,514","4,490","4,867","5,053","4,650","5,134","5,188","5,587","5,317","5,335","5,422","5,338","5,455"
"524","[P]","    Jabbar Internet Group","8,425","8,069","8,323","8,685","8,440","8,264","7,747","8,795","7,892","6,061","5,387","6,031","5,457","5,550","5,429"
"525","[P](u)","    Kraft Foods","5,959","6,438","7,562","8,478","6,837","4,701","4,767","5,307","4,419","4,355","5,104","5,312","5,324","4,380","5,394"
"526","[P]","    GAMETOP.COM","7,915","6,716","6,705","6,052","5,819","5,572","5,423","6,432","5,978","6,121","5,906","6,215","5,873","5,266","5,372"
"527","[P]","    SK Group","15,478","13,661","13,574","13,407","13,631","13,635","5,683","5,031","5,193","5,366","4,865","5,051","5,455","4,950","5,360"
"528","[P]","    PIPI.CN","6,047","5,674","6,268","6,199","6,787","6,949","5,558","5,164","6,282","9,352","6,603","5,379","5,213","4,474","5,320"
"529","[P]","    VATGIA.COM","7,061","6,597","6,965","7,011","6,996","6,786","5,278","6,732","6,255","6,324","6,132","6,038","5,920","5,282","5,274"
"530","[P]","    TBS Group","5,089","5,043","5,114","4,097","5,037","5,243","3,814","5,207","4,958","4,255","4,584","5,641","5,601","5,434","5,224"
"531","[P]","    UUU9.COM","7,483","6,267","6,871","7,057","7,578","8,106","7,036","6,618","9,159","8,222","7,949","12,206","8,154","5,419","5,187"
"532","[P]","    UGO Entertainment","11,389","9,910","10,370","8,629","8,634","8,432","7,607","6,666","6,069","6,127","6,282","6,953","6,258","5,082","5,178"
"533","[P]","    WordPress","4,972","4,987","5,333","4,443","4,757","5,149","4,776","5,436","5,182","5,166","5,136","5,498","5,281","5,181","5,115"
"534","[P]","    Cablevision","6,578","5,963","6,601","5,402","5,639","5,119","4,444","4,602","5,083","5,280","5,195","4,970","4,792","5,036","5,084"
"535","[P]","    READNOVEL.COM","5,068","3,948","4,894","4,999","4,169","4,048","3,237","3,770","4,772","5,265","4,724","5,349","5,296","4,577","5,079"
"536","[P]","    Bigpoint","12,532","10,942","10,641","8,957","9,182","9,890","12,390","14,875","11,577","10,353","9,010","7,909","7,817","6,717","5,066"
"537","[P]","    First Choice Holidays PLC","6,270","5,246","4,618","4,060","3,707","5,903","5,047","5,132","5,642","5,197","5,591","6,219","6,341","5,032","5,066"
"538","[P]","    Gameforge Sites","15,788","15,527","17,281","22,139","21,027","17,036","15,602","15,439","15,942","15,186","13,872","14,580","10,826","8,596","5,065"
"539","[P]","    CRSKY.COM","5,571","4,918","5,469","5,968","6,051","5,946","4,305","5,567","7,241","7,817","6,143","6,312","6,146","5,406","4,980"
"540","[P]","    2CH.NET","7,260","6,955","6,241","5,823","5,832","5,729","5,145","5,615","5,055","4,986","4,912","5,063","5,126","4,859","4,935"
"541","[P]","    Globe7","13,845","10,600","9,632","9,045","11,058","12,252","7,967","9,960","9,308","9,291","6,922","5,813","5,422","5,484","4,876"
"542","[P]","    Groupe LDLC.com","4,449","4,494","4,634","5,074","5,701","5,556","4,743","5,248","4,819","4,838","4,965","5,481","4,960","5,008","4,838"
"543","[P](u)","    Grupo Planeta Sites","4,385","5,139","5,053","4,859","4,562","5,091","5,091","5,161","5,134","5,427","5,185","5,478","4,994","4,990","4,817"
"544","[P]","    National Lampoon Humor Network","7,979","6,817","7,460","7,322","7,019","6,352","5,304","5,843","6,005","5,856","5,418","5,916","5,408","4,396","4,779"
"545","[P]","    YAMAHA","4,660","4,755","4,846","4,588","4,490","4,407","3,978","4,597","4,480","4,466","4,741","4,819","4,825","4,544","4,713"
"546","[P](U)","    Independent News & Media","4,162","3,855","4,365","3,903","3,892","4,410","3,517","4,190","3,911","4,316","4,178","4,323","4,942","4,671","4,708"
"547","[P]","    Telstra Corporation Limited","5,488","5,585","5,350","5,040","4,894","5,038","4,912","5,427","5,569","5,460","5,264","5,134","5,094","4,715","4,680"
"548","[P]","    World of Warcraft (App)","10,269","7,400","8,583","7,693","7,513","7,023","6,383","6,396","5,911","5,951","5,665","5,665","5,320","5,104","4,665"
"549","[P]","    VeryCD","11,895","11,546","11,071","10,756","7,647","6,504","4,934","5,386","7,168","7,104","6,341","6,046","5,536","4,547","4,663"
"550","[P]","    Tiscali Sites","2,889","3,680","3,751","3,753","3,623","3,970","3,846","3,727","3,640","3,942","3,562","4,152","3,912","4,452","4,607"
"551","[P]","    WANMEI.COM","2,776","6,157","7,163","3,286","3,330","3,059","2,074","2,294","3,064","4,892","4,994","10,835","3,225","4,529","4,528"
"552","[P]","    RARLAB.COM","4,610","4,610","4,969","4,765","4,766","4,846","4,632","5,319","5,215","5,057","4,941","5,246","4,834","4,780","4,528"
"553","[P]","    RBC Financial Group","4,918","4,707","4,848","4,433","4,297","4,568","4,317","4,611","4,790","4,772","4,600","4,531","4,399","4,479","4,526"
"554","[P]","    BearShare (App)","7,595","6,978","6,956","6,991","7,087","6,748","5,960","6,170","5,571","5,455","5,348","5,389","5,056","4,706","4,465"
"555","[P]","    Experian Consumer Services","10,071","10,824","10,712","10,624","3,341","4,439","3,874","4,122","4,066","3,719","4,301","4,925","4,357","4,308","4,405"
"556","[P]","    CYBERLINK.COM","4,278","4,482","4,699","4,486","4,745","4,896","3,938","4,957","4,395","4,723","4,445","4,429","4,487","4,224","4,373"
"557","[P]","    Thomson Reuters","3,453","4,381","5,099","4,658","3,535","4,214","4,531","4,614","4,856","4,169","3,586","3,107","3,388","4,149","4,373"
"558","[P]","    Art.com Sites","5,996","6,171","5,911","6,128","5,850","5,572","4,605","4,526","4,233","4,157","3,799","3,912","4,500","4,196","4,371"
"559","[P]","    XAT.COM","3,938","3,372","3,122","4,756","3,831","4,030","4,354","4,820","4,440","4,529","4,277","4,906","4,593","4,311","4,332"
"560","[P]","    2SHARED.COM","8,732","8,785","8,850","9,089","9,512","10,399","9,665","10,538","9,430","9,212","8,743","8,276","5,666","4,729","4,311"
"561","[P](u)","    TotallyHer - Kids","4,239","3,881","4,411","4,306","4,735","4,423","4,133","4,526","4,066","3,917","3,312","4,178","4,137","3,831","4,302"
"562","[P]","    Estee Lauder Sites","3,628","4,181","4,087","5,470","5,584","4,342","3,724","4,307","5,502","4,482","4,116","4,324","4,258","4,092","4,293"
"563","[P]","    WetterOnline GmbH","3,962","3,250","3,119","2,654","3,142","2,933","2,218","3,031","4,150","5,702","5,791","5,587","5,401","4,522","4,259"
"564","[P]","    FrostWire","6,247","6,318","6,462","6,082","6,148","5,939","5,268","5,183","4,866","4,687","4,499","4,702","4,896","4,572","4,259"
"565","[P]","    LEO.ORG","3,960","4,468","4,395","4,371","4,219","4,957","4,296","4,476","4,559","4,580","4,207","4,019","3,827","4,339","4,200"
"566","[P]","    OVH Sites","5,031","5,056","5,856","5,547","5,081","5,380","5,266","5,576","6,089","6,689","6,268","6,605","5,673","9,269","4,141"
"567","[P](u)","    MyLife.com Sites","11,523","9,985","9,854","9,156","9,354","10,142","8,180","8,908","8,100","7,556","6,437","6,778","7,023","4,653","4,135"
"568","[P]","    HONGXIU.COM","3,494","3,567","3,638","3,440","3,397","3,198","2,704","3,173","4,728","5,179","4,770","5,368","5,440","4,573","4,108"
"569","[P]","    ED.GOV","6,868","5,692","5,306","4,825","5,003","8,447","8,467","8,676","8,629","7,469","6,299","7,008","7,118","4,829","4,062"
"570","[P]","    DeNA Co., Ltd.","5,640","4,294","4,323","4,389","4,440","4,528","3,926","3,962","4,451","4,510","4,309","4,587","4,415","4,373","4,038"
"571","[P]","    Big Lead Sports By FSV","8,618","7,794","7,554","7,802","8,468","5,622","5,041","6,393","5,879","4,321","3,983","4,043","4,363","4,205","4,005"
"572","[P]","    PChome Online","3,970","3,752","3,806","4,001","4,152","4,304","3,847","4,340","4,191","4,106","4,171","4,043","4,062","3,738","3,847"
"573","[P]","    eNet","4,148","3,688","3,666","4,359","3,980","4,056","3,278","3,511","4,504","4,944","4,282","4,409","4,139","4,018","3,755"
"574","[P]","    EZINEARTICLES.COM","7,227","7,034","7,443","6,664","5,695","6,273","6,758","7,479","7,089","6,146","4,223","3,647","4,220","3,532","3,740"
"575","[P]","    Kipubli","3,818","3,858","4,133","4,074","3,684","3,592","2,937","3,521","3,260","3,269","2,799","2,603","2,252","3,115","3,665"
"576","[P]","    123GREETINGS.COM","5,009","4,016","4,278","5,558","8,972","5,303","5,387","4,326","3,538","3,899","3,392","3,049","3,969","3,470","3,648"
"577","[P](u)","    Belgacom Group","4,440","4,604","5,504","4,890","4,520","4,721","3,667","4,066","3,723","3,560","3,390","3,186","3,152","3,624","3,611"
"578","[P](u)","    Universia","2,180","2,345","2,656","2,892","1,954","2,650","2,712","3,365","3,788","3,598","3,031","2,680","3,132","3,117","3,553"
"579","[P]","    UUSEE.COM","4,511","4,153","3,748","3,908","3,881","4,157","3,245","3,140","5,192","4,851","3,808","3,682","3,910","4,511","3,539"
"580","[P]","    ZHCW.COM","3,645","3,260","3,062","3,428","3,586","3,240","2,347","3,300","4,711","4,063","3,811","3,863","3,436","3,465","3,491"
"581","[P]","    Proto Corporation","3,679","3,879","3,460","3,584","3,367","3,813","3,631","3,819","3,546","3,637","3,387","3,161","3,210","3,735","3,449"
"582","[P]","    PANET.CO.IL","6,472","5,998","6,000","6,058","6,170","6,454","5,616","5,940","4,921","4,809","4,630","4,759","4,110","3,626","3,447"
"583","[P]","    Oricon","5,724","5,282","4,863","4,746","5,283","4,955","4,547","4,714","3,968","4,590","4,562","4,063","4,078","4,127","3,416"
"584","[P]","    NASA.GOV","12,240","7,325","7,083","7,722","12,515","6,205","8,190","6,503","5,924","5,787","5,221","4,733","5,048","5,497","3,369"
"585","[P](u)","    Kiabi","2,826","3,481","3,291","2,924","3,198","4,306","3,007","3,375","3,514","3,670","3,049","3,243","2,597","3,387","3,337"
"586","[P]","    Notrefamille.com Sites","4,338","4,530","5,214","5,721","6,109","4,645","4,549","4,762","3,824","3,910","2,978","3,011","2,842","3,095","3,314"
"587","[P]","    Pepsi Co.","3,085","2,313","2,326","2,626","2,189","3,205","3,376","3,642","4,236","4,299","3,523","3,862","3,595","3,012","3,288"
"588","[P]","    Weight Watchers International","4,532","5,140","5,236","3,933","4,112","7,428","5,237","5,166","5,257","4,656","4,370","4,265","3,206","3,592","3,287"
"589","[P]","    SPB.RU","2,609","2,568","2,659","2,908","2,993","2,983","2,797","3,002","2,847","2,738","2,670","2,643","2,596","2,914","3,163"
"590","[P](u)","    ARTISTdirect Network","24,390","25,506","22,535","22,512","24,053","3,831","3,568","3,895","3,799","3,535","3,478","3,448","3,242","2,908","3,155"
"591","[P]","    RAYLI.COM.CN","4,102","4,116","4,504","4,530","4,711","4,455","3,482","4,198","4,074","4,402","3,710","3,802","3,793","3,202","3,152"
"592","[P]","    Miarroba Networks","4,431","4,625","4,887","4,706","3,859","3,840","3,142","3,494","3,299","3,263","2,885","3,057","3,342","3,256","3,104"
"593","[P]","    Compare Infobase Limited","4,273","3,984","4,053","3,763","4,902","3,963","3,415","3,236","3,057","2,998","2,969","2,979","2,789","2,815","3,104"
"594","[P]","    Trend Micro, Inc.","3,291","3,017","3,435","2,922","3,211","3,082","3,086","3,014","2,605","2,724","2,559","2,373","2,125","2,441","3,057"
"595","[P]","    spreadshirt","3,734","3,667","3,711","3,548","3,758","3,572","3,121","3,764","3,377","3,754","3,414","3,331","3,112","2,744","3,022"
"596","[P]","    Benesse Corporation","3,282","3,250","3,086","3,294","3,106","3,392","3,008","3,273","2,901","2,763","2,736","2,945","2,576","2,688","2,971"
"597","[P]","    Habbo Network","3,985","3,631","3,686","3,467","3,431","3,323","3,734","4,047","4,143","3,942","3,576","4,701","3,890","3,139","2,943"
"598","[P]","    UPTODOWN.COM","2,898","2,875","3,086","2,843","2,856","2,829","2,805","3,264","3,656","3,348","3,008","3,116","3,073","2,815","2,873"
"599","[P]","    AVS4YOU.COM","4,300","4,383","4,083","4,392","4,690","4,425","3,665","3,723","3,531","2,981","2,764","2,672","2,828","2,979","2,867"
"600","[P]","    USAFIS.ORG","4,441","6,162","4,084","2,559","2,970","4,057","4,159","3,405","3,761","3,002","4,474","2,605","2,804","2,143","2,824"
"601","[P]","    Job.com Sites","3,311","2,779","2,704","2,364","2,295","3,491","2,733","3,097","2,321","2,518","2,775","3,705","4,179","3,310","2,714"
"602","[P]","    265.COM","1,564","1,920","2,007","2,031","1,885","1,734","1,574","1,763","2,663","2,306","1,622","1,369","1,257","3,116","2,627"
"603","[P]","    GARENA.COM","1,710","1,975","2,082","2,132","2,083","2,163","2,152","2,320","2,195","2,180","2,296","2,652","2,798","2,563","2,613"
"604","[P]","    SHOUTMIX.COM","5,165","4,080","3,982","3,131","2,910","2,865","2,609","2,927","2,764","2,865","2,534","2,717","2,495","2,654","2,579"
"605","[P]","    Chosun Ilbo","8,279","6,858","5,695","5,304","5,568","5,155","2,174","2,444","1,897","2,214","1,911","2,456","2,754","1,965","2,575"
"606","[P](U)","    Sonico Inc.","4,108","3,300","3,257","4,111","3,499","3,684","3,257","3,346","3,291","3,293","2,907","2,807","2,738","2,370","2,575"
"607","[P]","    WIND Telecomunicazioni","2,191","2,309","2,568","1,901","2,134","2,167","1,972","2,543","2,295","2,416","2,101","3,222","3,009","2,701","2,566"
"608","[P]","    CDUNIVERSE.COM","5,551","5,612","5,600","5,738","5,265","4,358","3,983","4,213","3,743","3,230","2,909","2,880","2,874","2,498","2,529"
"609","[P]","    AmericanGreetings Property","4,538","4,404","4,884","4,984","7,170","3,737","4,105","3,126","2,577","3,333","2,468","2,152","2,039","2,165","2,478"
"610","[P](u)","    DexOne","5,111","4,654","4,581","3,894","3,606","4,368","3,709","4,191","4,318","3,360","3,620","2,590","1,937","2,162","2,422"
"611","[P]","    JSOFTJ.COM","4,555","4,224","3,544","3,555","3,833","4,154","3,526","3,878","3,552","3,694","3,724","3,797","3,325","2,565","2,242"
"612","[P]","    HAWAAWORLD.COM","3,217","3,238","2,616","2,537","3,042","3,126","2,768","3,287","3,013","3,063","2,920","3,139","2,586","2,409","2,234"
"613","[P]","    Clearspring Technologies","1,989","2,092","1,832","1,915","1,908","2,067","2,007","2,052","2,114","3,005","2,432","2,297","2,444","2,670","2,216"
"614","[P]","    CJ Group","6,457","5,974","7,792","6,318","5,627","5,768","3,671","2,907","2,477","3,401","4,653","4,940","2,107","1,905","2,198"
"615","[P]","    SeaRainbow Holding Corp","1,927","1,835","1,866","1,739","1,834","1,885","1,729","1,564","2,404","2,306","2,358","2,425","2,289","2,235","2,190"
"616","[P]","    JMnet (JoongAng Media Network)","3,482","3,001","2,332","2,336","2,272","2,149","1,638","1,654","1,372","1,000","896","2,920","1,928","2,212","2,140"
"617","[P]","    MULTIPLY.COM","7,240","6,872","7,316","6,500","5,761","5,574","4,544","3,630","1,091","749","325","256","391","2,309","2,138"
"618","[P]","    Earthlink","2,062","1,979","1,962","1,817","1,850","2,174","1,678","1,833","1,903","1,683","1,832","1,672","1,733","1,484","2,000"
"619","[P]","    MOZOOK.COM","159","92","193","271","456","436","386","620","1,100","1,117","1,699","2,712","2,711","2,226","1,991"
"620","[P]","    Lotte Group","5,050","4,634","5,242","5,334","4,030","4,905","1,933","1,767","1,873","1,838","1,783","1,989","1,667","1,829","1,954"
"621","[P]","    DOMAINTOOLS.COM","7,791","7,571","7,807","6,975","7,167","6,808","6,077","6,502","5,296","4,386","4,239","4,178","3,925","2,590","1,945"
"622","[P]","    SBS (Seoul Broadcasting System)","5,328","4,713","4,219","4,078","5,926","5,303","1,878","2,083","1,792","1,650","1,475","1,572","1,687","1,794","1,937"
"623","[P]","    Adoos Classifieds S.L.","3,798","3,776","3,610","3,316","3,313","3,946","3,692","4,177","3,862","3,218","2,314","2,598","2,464","1,967","1,934"
"624","[P]","    Fotosearch, LLC","3,513","3,904","4,066","3,513","2,942","3,470","2,836","3,577","3,360","3,165","2,322","1,864","1,762","1,629","1,906"
"625","[P]","    DLTK Network Sites","1,790","2,578","3,210","2,399","2,385","2,111","2,190","2,143","2,085","1,777","1,430","1,297","1,332","1,876","1,900"
"626","[P]","    PHPNUKE.ORG","3,679","3,551","3,547","3,720","3,369","3,026","2,881","3,621","3,535","2,673","1,666","1,402","1,264","2,150","1,873"
"627","[P]","    M5ZN.COM","7,783","7,171","6,568","6,420","6,474","6,867","6,060","6,964","6,278","6,271","5,681","5,351","4,298","3,145","1,862"
"628","[P]","    Iplay Games","3,162","2,808","2,770","2,892","2,825","3,015","2,796","2,894","2,549","2,250","2,108","1,993","1,967","1,849","1,831"
"629","[P]","    Cyworld","12,061","10,655","10,645","9,161","9,683","8,305","3,533","3,416","2,665","2,546","2,290","1,994","1,705","1,788","1,826"
"630","[P]","    SHOPLOCAL.COM","2,329","1,784","1,759","3,367","2,820","1,834","1,856","1,971","1,904","1,700","1,680","2,004","2,076","1,818","1,783"
"631","[P]","    Korea Economic Daily","8,089","7,057","5,879","5,859","5,938","5,209","2,005","2,026","1,226","1,315","1,131","1,158","1,438","1,577","1,771"
"632","[P](U)","    Media General Sites","6,408","5,760","6,254","5,050","4,174","4,600","4,150","4,076","4,635","1,530","1,731","1,669","1,754","1,693","1,685"
"633","[P]","    BITCOMET.COM","2,750","2,850","2,291","2,319","2,278","2,388","2,078","1,970","2,068","2,249","2,044","1,918","2,475","1,982","1,684"
"634","[P]","    Dong-A Ilbo","7,437","6,034","5,492","4,910","4,613","4,881","1,770","1,995","1,642","1,564","1,379","1,320","1,575","1,369","1,672"
"635","[P]","    Stateless Systems","1,696","1,584","1,567","1,620","1,671","1,772","1,611","1,763","1,769","1,758","1,979","1,888","2,078","1,761","1,634"
"636","[P]","    OPENDNS.COM","1,336","1,463","1,412","1,192","1,245","1,217","1,103","1,480","1,522","1,632","1,521","1,581","1,443","1,465","1,618"
"637","[P]","    Interdots International","2,349","2,344","2,261","2,778","2,525","2,441","3,037","4,636","2,357","1,745","1,886","2,386","2,035","2,175","1,614"
"638","[P]","    TE3P.COM","2,827","2,445","2,348","2,055","2,429","2,758","2,176","2,677","2,375","2,621","2,791","3,041","2,460","1,811","1,612"
"639","[P]","    GoNamic GmbH","2,118","1,873","1,727","1,615","1,677","1,843","1,644","1,794","1,685","1,743","1,861","1,620","1,748","1,529","1,599"
"640","[P]","    Blockbuster Inc.","4,862","4,502","4,865","3,981","4,239","3,124","2,559","3,086","2,335","2,062","2,109","2,181","2,209","1,993","1,584"
"641","[P]","    GGL Media","1,782","1,337","1,324","1,254","1,473","1,473","1,340","1,628","1,661","2,001","1,822","1,967","1,611","1,432","1,578"
"642","[P]","    Eastman Kodak","2,033","2,008","1,939","2,185","2,106","1,742","1,719","1,798","1,675","1,467","1,287","1,553","1,401","1,450","1,562"
"643","[P]","    BUECHER.DE","1,370","1,281","1,437","1,763","1,978","1,577","1,292","1,277","1,094","1,203","1,148","1,254","1,263","1,196","1,556"
"644","[P]","    MININOVA.ORG","3,476","3,156","3,012","2,575","2,258","2,297","2,097","2,262","1,891","1,647","1,736","1,595","1,658","1,373","1,530"
"645","[P]","    Clouditalia Communications","1,723","2,079","1,975","2,021","1,865","1,885","1,422","1,435","1,281","1,261","1,075","1,745","1,504","1,613","1,514"
"646","[P]","    Kuaiche.com Sites","3,189","3,028","2,727","3,004","2,605","2,430","2,138","2,163","2,337","2,209","2,255","2,067","1,674","1,616","1,508"
"647","[P]","    Interpark","3,541","3,059","2,993","2,593","2,591","2,747","921","1,006","1,156","1,136","1,062","838","1,046","999","1,505"
"648","[P]","    QVOD.COM","1,711","1,908","2,184","2,753","2,549","2,697","1,893","1,811","2,167","1,804","1,960","1,957","1,629","1,583","1,500"
"649","[P]","    SEDO Sites","1,581","1,332","1,468","1,256","1,182","1,258","1,058","1,155","1,163","1,064","1,067","964","1,315","1,411","1,484"
"650","[P]","    GAMES2GIRLS.COM","2,211","1,690","1,661","1,712","1,831","1,909","1,816","1,956","1,839","1,920","2,037","2,156","1,967","1,478","1,464"
"651","[P]","    BLOGBUS.COM*","1,613","1,513","1,534","1,089","1,395","1,350","1,039","1,333","1,716","1,678","1,452","1,837","1,673","1,244","1,458"
"652","[P]","    ALTOOLS.COM","455","515","655","809","562","599","330","297","274","474","428","356","683","1,664","1,451"
"653","[P]","    Bokee Sites","2,706","1,884","1,710","1,810","1,615","1,529","1,126","779","1,506","1,316","1,025","1,247","1,649","1,395","1,450"
"654","[P]","    GYYX.CN","6,193","2,504","1,619","4,771","2,758","1,915","2,323","9,856","763","11,239","990","1,071","1,167","912","1,415"
"655","[P]","    BRG8.COM","3,109","2,659","2,240","2,366","3,003","3,538","3,268","3,944","3,811","3,845","2,321","2,042","1,730","1,540","1,402"
"656","[P]","    SHVOONG.COM","2,601","3,309","3,503","3,646","2,615","2,791","2,997","3,229","2,419","1,840","1,417","812","960","1,308","1,397"
"657","[P]","    QIANQIAN.COM","10,972","9,910","11,392","10,535","11,763","12,573","2,846","2,743","2,029","1,990","1,767","1,694","1,609","1,488","1,379"
"658","[P]","    Maeil Business Newspaper","7,800","7,305","6,822","5,535","6,318","5,283","1,940","2,151","1,296","1,400","1,215","1,346","2,006","1,482","1,294"
"659","[P]","    Hankook Ilbo","7,430","6,527","6,205","5,214","5,416","4,728","2,138","2,200","1,223","1,211","1,207","1,158","1,030","1,103","1,274"
"660","[P]","    PHOTOFUNIA.COM","2,005","1,727","1,816","1,809","2,185","1,859","1,732","1,906","1,732","1,863","1,761","1,629","1,709","1,435","1,273"
"661","[P]","    GRAAAM.COM","2,316","2,032","1,867","1,850","2,239","2,208","1,926","2,273","1,978","2,061","2,145","2,020","1,886","1,414","1,271"
"662","[P]","    PBASE.COM","1,969","1,729","1,617","1,283","1,270","1,497","1,051","1,251","1,208","1,158","1,248","1,222","1,300","1,146","1,261"
"663","[P]","    GameDuell","2,789","2,068","2,529","2,181","2,302","2,197","2,127","2,020","1,897","1,875","1,838","1,658","1,494","1,338","1,245"
"664","[P]","    Seoul Newspaper","6,104","5,643","5,032","4,286","4,967","4,003","1,726","1,711","912","1,119","1,040","1,060","1,159","928","1,238"
"665","[P]","    Fotovista Group","683","806","790","971","1,037","938","731","1,073","1,046","1,136","1,050","1,143","1,214","1,257","1,213"
"666","[P]","    GAMEZER.COM","5,263","4,103","3,182","2,158","2,103","2,036","1,730","1,856","1,625","1,508","1,624","1,895","1,621","1,255","1,186"
"667","[P]","    RORO44.COM","2,691","2,435","2,373","2,288","2,245","2,642","2,085","2,558","2,316","1,744","1,539","1,296","1,442","1,437","1,185"
"668","[P]","    HMV","2,358","2,480","3,139","3,773","4,633","2,419","677","815","1,260","1,202","1,109","1,080","1,076","1,182","1,138"
"669","[P]","    COOLCHASER.COM","1,674","1,529","1,444","1,593","1,485","1,631","1,321","1,640","1,680","1,600","1,534","1,512","1,271","1,241","1,133"
"670","[P]","    Hallmark","1,288","1,229","1,376","2,058","2,453","1,323","1,499","1,417","1,159","1,191","1,032","1,191","1,140","1,262","1,118"
"671","[P]","    RAYFILE.COM","1,968","1,701","1,540","1,541","1,492","1,451","1,168","1,264","1,660","1,679","1,632","1,500","1,599","1,299","1,088"
"672","[P]","    USEN Group","1,465","1,469","1,277","1,294","1,217","1,190","1,071","1,182","1,174","1,113","1,051","1,091","1,139","974","1,076"
"673","[P]","    TORRENTPORTAL.COM","2,265","1,427","2,229","2,050","1,570","1,688","1,560","1,859","1,664","1,287","1,005","1,239","889","968","1,014"
"674","[P]","    Pangea Media","1,866","1,987","1,868","1,768","1,644","1,561","1,242","1,712","2,408","1,155","1,100","1,164","991","854","1,009"
"675","[P]","    mIRC","1,568","1,471","1,483","1,346","1,458","1,440","1,255","1,361","1,189","1,165","1,027","1,169","1,023","1,073","1,001"
"676","[P]","    KT Group","4,204","3,261","2,287","2,546","2,404","2,110","1,142","1,194","886","857","762","1,173","982","838","964"
"677","[P]","    H&R Block","548","567","784","905","1,089","6,474","11,317","8,192","5,474","828","713","761","880","850","945"
"678","[P]","    KBS (Korean Broadcasting System)","4,017","3,878","2,681","2,964","3,009","3,654","1,135","1,131","1,095","1,041","1,249","1,044","991","1,075","940"
"679","[P]","    6RB.COM","2,329","2,630","2,751","2,624","2,491","2,252","1,939","2,561","2,679","2,679","2,551","1,921","2,174","1,196","940"
"680","[P]","    ArticlesBase.com Sites","1,221","1,354","1,379","1,385","1,064","1,086","1,222","1,593","1,464","1,226","956","857","976","927","930"
"681","[P]","    RAPIDLIBRARY.COM","5,145","6,663","4,659","6,544","7,503","6,862","6,083","6,350","4,636","3,602","3,876","3,359","1,103","999","908"
"682","[P]","    PlasmaNet Sites","810","964","1,206","964","849","1,048","942","990","811","775","920","862","1,182","813","885"
"683","[P]","    WEBHATTI.COM","1,517","1,477","1,767","1,840","1,946","1,787","1,543","1,629","1,372","1,193","903","1,012","830","864","869"
"684","[P]","    EVERSAVE.COM","656","562","473","740","644","630","466","740","550","615","685","909","722","620","844"
"685","[P]","    Imaginova Network","761","815","910","912","890","871","886","857","888","869","738","608","717","778","829"
"686","[P]","    MEXAT.COM","1,691","1,556","1,338","1,174","1,300","1,504","1,295","1,505","1,280","1,310","1,223","1,180","1,014","844","807"
"687","[P]","    OYUNLAR1.COM","4,018","3,572","3,337","3,408","3,797","3,837","3,546","3,700","1,835","754","771","918","902","788","804"
"688","[P]","    Ganz","1,246","976","994","978","1,185","925","706","857","1,008","930","1,154","1,224","1,244","886","798"
"689","[P]","    HENHAOJI.COM","2,271","1,174","298","479","261","896","849","907","1,108","1,194","763","591","502","441","796"
"690","[P]","    2DPLAY.COM","2,049","1,642","1,606","1,671","2,057","1,779","1,528","1,769","1,542","1,479","1,360","1,461","1,177","963","795"
"691","[P]","    MEGAUPLOAD.COM","18,565","16,009","14,031","13,336","12,298","12,462","8,675","1,442","1,333","1,181","988","977","808","936","754"
"692","[P]","    JEDDAHBIKERS.COM","1,792","1,175","1,118","1,033","1,455","2,015","1,348","1,463","1,483","1,319","1,443","1,266","824","857","742"
