"MEDIA TREND REPORT","","","Geography : Worldwide","","","","","","MyMetrix"
"","","","Location : All Locations","","","","","","MediaMetrix 2.0"
"","","","Time Period : June 2008 - August 2009","","","","","","(c)2009 comScore, Inc"
"","","","Target : Total Audience",
"","","","Media : 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...",
"","","","Measures : Total Unique Visitors (000)",
"","","","Date : 9/29/2009",

"Items 1 to 1000","",""," Jun-2008"," Jul-2008"," Aug-2008"," Sep-2008"," Oct-2008"," Nov-2008"," Dec-2008"," Jan-2009"," Feb-2009"," Mar-2009"," Apr-2009"," May-2009"," Jun-2009"," Jul-2009"," Aug-2009",
"349","[P]","LeGuide.com Sites","9,628","9,190","9,041","9,428","10,569","11,375","11,814","12,535","12,068","13,421","12,496","12,212","10,854","11,523","11,802",
"350","[P]","AlloCine Sites","7,125","7,043","7,502","7,167","8,478","8,803","8,523","8,932","10,007","9,944","10,717","10,637","10,138","11,624","11,730",
"351","[P]","ING Group","13,347","15,129","14,088","14,523","14,032","12,615","11,888","14,723","13,493","12,044","12,336","10,491","10,528","10,822","11,724",
"352","[P]","Chosun Ilbo","4,470","4,363","4,592","3,920","4,849","4,771","4,053","8,601","9,077","10,485","10,736","11,422","11,029","10,128","11,676",
"353","[P]","HC International Inc.","3,810","4,565","8,797","9,297","7,533","7,399","7,911","5,240","7,632","8,486","6,849","5,965","7,681","8,815","11,653",
"354","[P]","OYUNLAR1.COM","8,119","7,987","8,918","8,592","8,604","8,241","9,403","8,907","10,440","10,868","11,481","10,845","11,243","11,793","11,607",
"355","[P]","KDDI Corporation","14,897","14,324","12,655","12,549","11,608","11,618","11,649","12,207","11,953","12,743","11,923","12,397","12,868","12,354","11,602",
"356","[P]","Dow Jones & Company","9,566","10,732","10,512","12,365","13,713","12,730","10,151","10,316","9,446","10,436","11,530","8,883","9,654","10,116","11,594",
"357","[P]","freenet AG","14,195","13,009","12,306","12,365","13,044","12,517","13,060","14,040","14,525","15,072","13,321","12,420","11,318","11,777","11,590",
"358","[P]","Fairfax Media","12,031","10,863","11,067","10,968","11,618","11,189","11,037","12,476","12,905","12,918","12,676","12,744","11,828","11,731","11,549",
"359","[P]","CUSTHELP.COM*","10,514","11,242","10,858","10,353","10,657","10,738","11,505","11,733","10,169","11,283","11,085","11,224","11,110","12,066","11,487",
"360","[P]","ICBC.COM.CN","6,328","7,783","11,043","11,650","10,927","11,672","12,737","10,690","12,076","11,133","9,986","8,465","10,271","11,256","11,395",
"361","[P]","Nintendo Co.","10,717","10,708","11,772","13,654","11,253","12,394","14,965","11,183","9,881","11,553","10,956","11,161","11,449","11,333","11,372",
"362","[P]","TUI Group","14,405","15,959","13,184","11,191","10,084","9,157","8,199","12,145","10,338","10,681","9,656","9,972","10,251","12,120","11,353",
"363","[P]","RosBusinessConsulting","11,795","16,318","16,229","15,847","14,156","14,007","14,120","14,292","13,018","12,993","11,502","10,663","10,416","10,401","11,348",
"364","[P]","Virgin Group","12,356","12,297","12,125","10,526","11,806","10,499","10,968","12,376","12,179","11,863","10,130","10,190","10,097","10,833","11,310",
"365","[P]","ABCNEWS DIGITAL","7,083","9,410","8,880","10,725","10,343","8,905","7,736","10,125","8,201","8,282","10,219","10,326","10,679","12,323","11,278",
"366","[P]","ONET.PL","13,446","16,885","18,621","17,468","15,838","13,866","13,195","12,597","11,326","11,261","11,243","10,716","10,302","10,317","11,270",
"367","[P]","GMARKET.CO.KR*","7,300","7,504","7,820","8,073","9,367","8,827","9,799","9,254","9,499","9,334","9,789","10,505","10,006","10,166","11,214",
"368","[P]","Reuters Sites","9,402","9,877","11,641","11,990","12,581","11,966","11,312","11,859","10,545","11,683","10,959","10,577","12,028","10,935","11,195",
"369","[P]","ORBITDOWNLOADER.COM","4,158","4,468","5,387","6,203","6,905","8,048","8,219","9,049","10,020","10,650","10,944","11,434","11,623","11,332","11,184",
"370","[P]","Times Internet Limited","8,582","8,630","8,548","8,833","7,153","7,937","7,947","8,309","8,925","9,053","8,285","9,390","9,618","10,393","11,152",
"371","[P]","WIKIHOW.COM","7,575","7,577","8,281","8,001","8,111","8,159","8,780","9,039","9,608","9,848","10,527","10,846","10,039","10,564","11,037",
"372","[P]","ZSHARE.NET","7,798","6,290","6,827","7,121","6,057","6,849","7,816","8,803","11,971","10,319","9,384","10,348","9,436","10,800","11,005",
"373","[P]","YOURFILEHOST.COM","14,208","15,140","14,760","14,320","13,496","12,755","13,380","12,211","11,553","12,888","12,141","12,111","11,731","11,760","10,978",
"374","[P]","WIND Telecomunicazioni","10,305","9,670","10,084","11,161","10,843","11,696","11,745","12,160","12,360","12,707","12,780","11,742","11,248","11,029","10,974",
"375","[P]","DOMAINTOOLS.COM","5,394","4,667","5,268","4,847","5,317","5,264","5,557","7,063","7,994","9,247","9,896","10,500","9,432","11,460","10,957",
"376","[P]","Unister GmbH","5,919","6,967","6,280","6,039","6,310","6,818","7,307","8,771","7,873","9,204","9,007","7,466","6,571","12,014","10,943",
"377","[P]","Groupe Figaro","7,016","6,253","5,600","7,462","9,516","9,206","9,139","10,124","10,930","12,267","12,018","11,381","11,789","11,258","10,901",
"378","[P]","IDT Corporation","6,553","6,960","7,018","7,507","7,612","7,257","8,160","9,651","10,432","11,295","10,358","11,016","9,717","10,981","10,866",
"379","[P]","Opera Software","6,638","7,328","7,750","7,933","8,972","8,586","8,899","10,429","10,975","12,892","12,770","12,042","10,487","11,248","10,835",
"380","[P]","Twenga","6,067","6,476","6,217","7,619","8,108","8,629","9,523","9,414","9,362","10,374","10,061","9,546","8,429","9,942","10,829",
"381","[P]","The Home Depot, Inc.","13,105","12,579","12,444","11,428","11,604","11,283","11,237","10,393","9,519","11,636","12,806","13,241","12,595","12,490","10,821",
"382","[P]","GSN Games Network","7,110","14,770","15,095","12,545","13,889","13,732","13,650","13,553","11,818","12,709","11,322","11,947","10,964","11,107","10,795",
"383","[P]","120ASK.COM","3,890","6,873","7,536","8,791","8,364","7,659","9,255","6,446","10,060","10,195","8,896","7,934","9,960","10,845","10,742",
"384","[P]","Guardian Media Group","9,174","8,825","9,495","9,456","9,636","9,349","9,113","12,028","10,785","10,573","11,036","10,855","10,591","10,428","10,721",
"385","[P]","Asahi Shimbun","N/A","N/A","N/A","6,021","6,546","6,207","7,082","7,340","6,846","7,954","7,313","7,573","7,361","8,251","10,698",
"386","[P]","Advance Internet","6,925","7,983","8,490","9,003","9,714","9,290","9,310","9,589","10,173","10,164","10,009","10,158","9,461","10,584","10,626",
"387","[P]","Seat Pagine Gialle","5,356","4,959","5,156","5,858","5,578","5,397","5,858","6,822","7,143","7,790","7,103","6,311","6,111","6,409","10,626",
"388","[P]","BABYLON.COM","6,848","7,911","7,530","6,803","8,618","8,667","9,172","9,595","10,368","9,965","11,146","10,572","9,673","9,913","10,621",
"389","[P]","Honda","10,909","10,827","9,899","9,294","9,053","8,452","9,264","9,501","11,039","11,800","11,172","11,166","10,814","11,861","10,617",
"390","[P]","Canoe Network","9,955","10,388","9,369","9,261","10,211","9,560","10,005","10,646","10,304","11,304","12,123","12,032","11,577","11,303","10,606",
"391","[P]","VNEXPRESS.NET","4,044","4,930","6,406","6,845","7,800","9,279","9,817","10,505","9,988","10,366","10,780","10,636","10,614","10,879","10,603",
"392","[P]","21CN Corporation Limited","6,217","11,611","13,572","12,525","12,188","10,724","10,484","10,440","9,861","8,599","7,233","6,862","9,247","10,303","10,599",
"393","[P]","Stage6 by DivX","9,164","9,665","10,645","8,854","8,645","10,964","9,788","10,109","9,466","9,523","10,728","9,625","11,635","12,208","10,592",
"394","[P]","DUOWAN.COM","4,163","7,984","6,809","7,947","8,326","8,143","8,505","9,400","7,478","7,535","7,199","7,569","8,890","14,766","10,569",
"395","[P]","SanomaWSOY","11,171","11,341","11,106","11,736","12,030","11,081","10,874","11,514","10,778","10,090","9,634","9,329","9,344","10,632","10,561",
"396","[P]","2CH.NET","13,911","14,076","9,022","9,225","8,366","8,906","8,215","8,828","8,176","9,145","9,282","9,488","10,327","9,734","10,560",
"397","[P]","UNIVISION.COM*","7,646","5,944","6,537","6,145","7,598","7,498","7,485","7,501","7,746","8,362","9,173","9,864","9,149","10,166","10,548",
"398","[P]","Reed Elsevier Group","10,140","9,626","8,507","9,741","10,124","10,222","8,373","10,610","11,259","13,033","12,099","11,221","10,775","10,389","10,533",
"399","[P]","Eniro Sites","11,141","11,430","11,397","10,976","10,649","10,442","10,496","10,862","10,304","10,964","10,389","9,967","10,068","10,364","10,497",
"400","[P]","WIKIMAPIA.ORG","4,769","5,038","4,671","4,224","4,315","5,322","5,220","6,501","9,625","10,341","9,856","10,116","9,699","10,427","10,444",
"401","[P]","6RB.COM","4,136","3,981","3,721","2,801","3,427","3,380","3,323","3,692","12,394","13,230","11,768","11,279","10,599","11,928","10,411",
"402","[P]","OVERSTOCK.COM","10,751","10,687","11,052","10,628","10,910","13,816","16,710","12,805","11,003","10,936","10,716","10,432","9,217","9,839","10,398",
"403","[P]","Source Interlink Companies","10,326","8,811","8,881","7,913","7,938","7,507","6,493","7,986","8,287","8,933","9,714","9,425","8,839","9,812","10,379",
"404","[P]","Meredith Women's Network","7,460","7,710","7,649","7,754","10,252","10,120","10,850","9,109","7,466","8,858","9,272","11,417","8,925","8,596","10,332",
"405","[P]","LETITBIT.NET","2,503","3,451","4,670","5,232","4,946","6,642","7,005","8,329","7,855","9,935","9,285","8,688","8,846","9,379","10,314",
"406","[P]","CHINANEWS.COM","2,343","7,778","7,524","6,820","6,521","6,743","7,125","5,596","7,622","7,534","6,924","6,944","8,825","10,612","10,306",
"407","[P]","WUNDERGROUND.COM","7,052","6,201","6,991","7,594","4,917","4,552","6,758","7,366","6,358","6,806","6,897","6,549","6,163","6,212","10,293",
"408","[P]","L'Oreal Sites","8,202","9,007","9,273","9,265","9,019","8,881","8,598","7,957","8,079","10,365","10,986","10,365","8,841","9,820","10,225",
"409","[P]","Habbo Ltd.","10,109","10,260","9,927","9,096","9,301","8,618","9,287","8,287","8,660","9,286","9,469","9,936","10,183","10,928","10,196",
"410","[P]","PANDORA.TV","7,598","7,505","8,452","8,127","9,141","9,305","10,484","12,159","12,175","12,783","11,058","12,288","12,424","10,871","10,195",
"411","[P]","GAMEZER.COM","2,002","2,226","2,414","2,543","2,531","2,402","2,688","3,028","7,172","7,110","6,280","6,709","7,477","8,728","10,185",
"412","[P]","Valve Corporation","7,963","8,189","8,471","7,712","7,991","8,579","8,305","8,629","8,620","9,760","9,542","10,008","10,209","10,459","10,122",
"413","[P]","Kingfisher","7,934","8,787","8,420","8,330","9,886","11,686","12,813","11,188","9,498","10,167","10,142","9,889","9,011","10,305","10,110",
"414","[P]","OPENDNS.COM","8,722","20,686","10,684","8,395","6,096","5,753","5,064","5,213","6,062","6,425","7,660","7,687","9,343","9,978","10,102",
"415","[P]","CafeMom Network (w/ history)","3,547","N/A","N/A","N/A","N/A","6,593","6,645","6,836","6,568","7,346","7,086","7,140","6,948","7,555","10,092",
"416","[P]","RH Donnelley","7,346","9,194","10,843","10,997","11,788","12,042","11,699","12,837","10,219","11,064","11,027","9,921","9,239","10,189","10,059",
"417","[P]","iEUROP Sites","10,263","9,083","8,320","8,936","9,401","9,313","9,010","9,872","11,579","12,148","11,992","11,075","9,961","9,351","10,054",
"418","[P]","Belo","5,979","6,280","6,584","7,187","6,482","5,997","6,645","6,737","5,480","6,916","6,577","6,057","5,398","5,717","10,051",
"419","[P]","Activision Blizzard","3,397","3,535","17,665","17,154","18,767","21,254","23,886","19,588","16,380","7,823","7,316","7,597","7,281","9,216","10,046",
"420","[P]","Grupo Carso","N/A","8,647","8,642","8,486","8,627","8,411","8,960","8,886","9,035","10,133","9,714","9,963","10,028","10,570","10,040",
"421","[P]","Canwest Digital","7,179","7,753","8,259","8,501","8,854","8,140","10,431","10,611","10,231","11,061","10,845","10,815","9,986","10,405","10,025",
"422","[P]","GANJI.COM","2,184","4,752","6,100","7,076","6,287","7,028","7,016","5,705","5,123","4,483","8,080","6,595","8,193","9,431","10,003",
"423","[P]","Groupe Casino","6,159","6,503","5,840","6,503","7,904","9,177","10,993","8,894","9,030","10,366","10,204","9,296","9,216","10,296","9,988",
"424","[P]","FLIXSTER.COM","7,174","6,853","6,868","4,966","4,598","4,798","7,009","9,192","9,565","11,811","13,201","14,155","11,049","10,061","9,987",
"425","[P]","CHINA.COM.CN","4,070","7,076","8,179","9,025","7,884","8,177","7,680","5,463","7,817","8,672","7,357","6,450","7,818","7,754","9,973",
"426","[P]","WORDREFERENCE.COM","7,116","6,133","6,479","8,633","9,152","8,716","7,912","8,588","9,805","11,148","10,822","11,389","10,268","9,312","9,947",
"427","[P]","Yomiuri Group","N/A","6,810","6,118","5,627","5,917","6,111","5,313","8,541","6,551","7,956","8,849","7,148","8,420","8,192","9,883",
"428","[P]","Softissimo","6,024","4,998","5,362","7,239","8,032","7,599","6,850","7,800","8,714","10,088","9,609","11,012","10,335","9,472","9,861",
"429","[P]","BLOGCU.COM","7,868","6,985","7,444","7,874","7,903","8,068","7,754","8,034","10,774","11,664","11,090","10,626","9,263","9,776","9,849",
"430","[P]","WebMediaBrands Inc.","7,491","7,212","7,406","8,176","8,694","8,520","8,144","8,998","9,288","11,364","10,763","9,846","9,255","10,055","9,848",
"431","[P]","Credit Agricole","7,334","7,939","8,555","8,238","9,114","8,794","8,351","8,983","9,221","10,253","10,636","9,951","9,411","9,863","9,842",
"432","[P]","AccuWeather Sites","4,281","4,467","3,989","4,049","3,660","3,983","6,260","7,022","6,456","6,721","6,633","5,496","5,388","5,316","9,818",
"433","[P]","QIDIAN.COM","5,467","10,286","11,288","11,639","11,251","11,098","13,428","12,341","14,842","16,365","13,063","9,762","13,332","10,838","9,806",
"434","[P]","Nestle","7,916","9,891","9,332","8,800","9,331","9,787","9,996","7,833","8,538","10,430","9,630","10,970","10,799","9,590","9,801",
"435","[P]","FedEx","10,836","10,883","11,244","10,727","11,861","10,918","14,833","11,437","10,871","10,919","11,251","10,535","10,339","10,383","9,787",
"436","[P]","Atrinsic, Inc.","15,062","12,140","12,123","14,007","14,509","15,469","18,274","15,788","12,686","14,438","11,892","10,345","10,453","10,678","9,778",
"437","[P]","Department of Commerce","10,332","10,038","11,801","14,765","8,657","8,373","10,052","10,501","9,366","9,623","9,081","9,092","8,694","8,806","9,763",
"438","[P]","BTJUNKIE.ORG","2,972","3,145","3,089","3,757","4,640","4,857","6,104","6,884","6,981","8,427","8,767","8,927","8,352","9,388","9,744",
"439","[P]","7K7K.COM","3,443","7,451","7,426","6,236","6,460","5,640","4,561","8,223","7,524","7,025","6,758","5,618","5,728","8,866","9,699",
"440","[P]","Slide Sites","N/A","N/A","N/A","N/A","N/A","N/A","N/A","12,012","16,206","14,106","12,060","11,028","9,966","9,837","9,689",
"441","[P]","Telegraph Media Group","N/A","N/A","N/A","7,939","9,178","7,699","8,196","8,993","9,252","10,437","8,961","9,082","9,971","10,815","9,684",
"442","[P]","The Royal Bank Of Scotland","8,669","8,731","8,907","8,898","9,117","8,536","8,969","9,794","9,604","9,707","9,199","8,779","9,201","9,674","9,674",
"443","[P]","ALLABOUT.CO.JP","8,499","8,124","8,024","7,705","7,742","7,590","8,781","9,882","9,265","9,556","8,478","9,277","9,523","9,767","9,669",
"444","[P]","1TING.COM","3,462","5,529","9,110","7,953","8,250","7,535","8,204","7,165","7,057","8,871","8,770","7,597","8,333","7,828","9,664",
"445","[P]","LOCALBILLING.COM","9,547","9,329","8,531","7,865","6,404","8,981","8,513","9,513","10,055","11,307","10,875","10,763","9,560","9,658","9,604",
"446","[P]","Hankook Ilbo","1,919","2,567","2,644","3,481","2,732","3,605","2,891","9,340","9,533","9,825","8,545","8,832","9,592","9,083","9,589",
"447","[P]","Wikio","N/A","N/A","5,348","5,649","6,538","6,330","7,228","7,742","7,845","9,124","8,766","9,694","7,852","9,760","9,545",
"448","[P]","UUU9.COM","1,538","3,121","4,055","4,599","5,786","5,265","5,514","4,795","5,117","5,263","6,704","4,860","7,101","11,481","9,522",
"449","[P]","HotChalk","6,588","5,106","7,802","11,179","12,209","11,369","10,581","11,817","12,226","13,941","12,281","12,451","9,184","7,873","9,520",
"450","[P]","MILLIYET.COM.TR","7,937","8,079","8,327","7,764","7,446","7,104","7,012","7,081","9,941","10,896","10,250","9,773","11,288","9,356","9,515",
"451","[P]","TALEO.NET","7,268","7,411","7,542","7,600","8,103","7,418","6,682","9,017","7,445","8,604","7,920","8,269","8,792","9,114","9,492",
"452","[P]","OPENV.COM*","2,621","3,392","7,760","6,680","8,900","10,278","11,013","12,615","13,168","10,282","10,065","8,017","9,752","11,833","9,483",
"453","[P]","Heavy Networks","8,400","7,505","8,326","6,779","6,647","6,841","6,767","6,563","7,359","7,181","6,608","6,428","5,874","7,978","9,466",
"454","[P]","CJ Group","6,900","8,327","8,614","7,864","10,164","8,491","9,021","10,685","9,598","9,726","8,478","9,245","8,325","9,248","9,449",
"455","[P]","SEDO Sites","9,561","9,932","9,031","8,493","8,875","8,587","10,285","10,617","13,049","11,858","10,554","10,623","10,062","10,725","9,444",
"456","[P]","WP.PL","10,406","13,261","12,460","12,193","11,170","10,934","10,524","9,790","8,737","8,822","8,932","8,192","8,095","8,371","9,425",
"457","[P]","PIPI.CN","N/A","7,635","10,573","11,656","9,684","9,403","11,402","10,153","12,248","9,402","8,365","7,405","7,879","9,230","9,423",
"458","[P]","Barnes & Noble","6,724","7,037","9,106","7,893","7,959","8,966","14,079","11,862","9,046","8,641","8,731","8,275","7,703","8,554","9,415",
"459","[P]","NIKKEI","7,631","8,040","7,069","7,923","8,603","9,325","8,422","9,725","8,928","9,250","9,193","9,262","9,557","9,232","9,414",
"460","[P]","Seoul Newspaper","2,945","2,109","3,368","3,132","3,329","2,509","2,283","8,108","8,348","9,174","8,838","9,367","9,776","8,653","9,413",
"461","[P]","BabyCenter Network","6,622","6,439","6,308","6,366","6,330","6,287","6,477","6,852","6,830","7,047","8,051","7,520","7,002","7,156","9,394",
"462","[P]","PICNIK.COM","2,241","2,925","3,520","3,776","4,616","5,235","6,202","6,605","6,866","7,789","8,357","8,708","8,872","9,551","9,390",
"463","[P]","LYRICSMODE.COM","7,448","7,097","7,874","7,545","7,619","8,429","8,965","8,950","9,107","10,190","10,825","11,093","9,917","10,666","9,382",
"464","[P]","TE3P.COM","1,779","1,910","1,793","2,119","2,082","2,358","2,515","2,813","8,384","9,751","9,140","8,916","8,580","8,926","9,362",
"465","[P]","OKWAVE.JP*","6,612","6,305","6,986","7,470","7,096","7,362","6,401","7,042","6,321","7,698","7,469","8,186","8,151","9,092","9,359",
"466","[P]","Mundoanuncio","4,187","4,150","4,631","5,386","5,682","5,486","5,500","6,160","6,640","7,768","8,422","9,053","9,249","9,325","9,355",
"467","[P]","PriceGrabber","6,660","6,086","6,324","6,376","6,094","7,893","9,806","7,956","6,713","7,504","7,237","8,302","8,854","9,671","9,347",
"468","[P]","SENDSPACE.COM","6,563","6,854","7,272","7,308","7,403","7,433","7,699","8,225","9,023","9,688","9,314","9,303","8,331","9,118","9,298",
"469","[P]","Oricon","7,512","7,039","6,369","6,661","7,165","7,434","8,335","7,856","7,618","8,837","8,340","8,028","8,465","9,620","9,294",
"470","[P]","ARD Sites","8,732","7,337","8,581","8,485","8,233","9,722","9,508","10,272","11,244","10,343","8,832","9,261","8,349","8,792","9,286",
"471","[P]","Cablevision","4,107","4,415","6,863","6,801","10,024","9,600","9,287","9,864","9,230","9,862","9,793","10,425","8,936","9,512","9,218",
"472","[P]","ALTERVISTA.ORG","7,316","7,219","7,170","7,889","8,779","8,002","8,074","8,758","9,205","9,443","8,978","8,421","8,532","9,065","9,210",
"473","[P]","Meebo, Inc","6,686","7,563","7,318","7,755","7,439","8,582","7,840","9,035","8,482","9,642","9,972","9,252","9,593","9,839","9,208",
"474","[P]","GoAdv S.r.l.","8,605","6,176","7,436","7,477","8,787","8,662","7,781","8,428","7,876","7,870","7,453","6,914","6,829","8,434","9,190",
"475","[P]","Move Network","7,264","8,332","7,444","6,860","8,843","5,432","5,534","7,240","7,599","6,967","12,580","10,198","7,562","8,115","9,168",
"476","[P]","Toysrus Sites","9,513","9,396","10,024","10,447","13,238","20,338","22,978","10,194","8,876","8,979","9,429","8,937","8,190","9,293","9,139",
"477","[P]","UCOZ.RU","3,860","5,045","5,344","5,468","5,210","5,466","5,542","6,995","6,812","7,704","7,707","7,273","7,128","8,460","9,136",
"478","[P]","KASPERSKY-LABS.COM","2,931","3,370","3,898","3,729","4,271","3,757","4,418","4,932","5,687","6,916","7,265","7,328","7,224","8,713","9,128",
"479","[P]","Bigpoint","11,689","10,160","12,919","12,172","11,365","9,140","9,129","8,812","8,423","8,254","7,645","8,378","10,813","8,499","9,102",
"480","[P]","Adoos Classifieds S.L.","4,189","4,275","4,639","5,395","4,992","4,779","5,006","6,174","6,466","7,953","8,350","8,249","7,713","8,688","9,098",
"481","[P]","Rising Corp. Limited","8,772","22,018","17,606","17,188","16,691","16,368","22,334","19,129","19,308","15,037","11,826","6,561","6,688","8,989","9,083",
"482","[P]","IP138.COM","4,316","8,450","9,285","8,956","8,264","8,992","9,758","8,676","8,319","9,747","8,370","6,854","7,556","8,388","9,078",
"483","[P]","Sportgenic","9,476","16,932","14,846","16,467","16,203","14,305","16,927","14,383","18,288","17,195","14,333","10,937","9,780","13,223","9,070",
"484","[P]","NEWGROUNDS.COM (w/ history)","9,226","9,260","8,532","7,969","8,717","8,858","10,292","8,901","8,905","9,524","9,003","9,321","8,769","9,246","9,069",
"485","[P]","Hearst Corporation","22,335","22,103","22,311","23,355","9,117","8,026","8,298","8,650","8,829","8,389","8,401","8,150","8,154","8,995","9,067",
"486","[P]","YELP.COM","4,570","4,938","4,940","5,076","6,114","5,506","7,047","7,228","7,032","7,753","8,194","8,492","8,203","8,871","9,043",
"487","[P]","World Wrestling Entertainment (WWE)","11,590","9,521","9,479","7,784","8,182","8,152","8,681","8,705","9,463","9,439","11,273","9,132","9,416","9,503","9,035",
"488","[P]","McClatchy Corporation","6,639","7,094","7,628","7,873","8,409","8,000","8,006","8,418","8,975","8,607","8,518","8,196","8,483","8,408","9,027",
"489","[P]","KOOORA.COM","2,693","1,974","2,233","2,258","2,397","2,627","2,814","3,066","9,118","9,999","9,692","9,803","9,089","7,881","9,010",
"490","[P]","DANTRI.COM.VN","4,120","5,275","5,454","6,124","6,393","7,303","7,829","8,330","7,928","8,335","8,545","8,494","9,002","8,792","9,008",
"491","[P]","Yum! Brands Inc.","8,311","9,076","8,667","8,644","9,112","7,401","9,261","10,026","7,787","8,607","8,609","18,250","7,812","9,299","8,984",
"492","[P]","Research In Motion Limited","2,552","2,961","3,420","3,414","4,181","5,078","4,783","4,604","5,191","6,146","6,435","7,342","6,381","7,758","8,979",
"493","[P]","BearShare (App)","16,101","17,400","16,639","15,639","14,492","14,269","13,120","12,077","12,628","12,416","11,688","10,830","10,253","9,216","8,967",
"494","[P]","DMGT (exc Mail Online)","19,255","19,312","17,461","17,252","16,368","16,298","15,756","19,861","19,386","20,303","18,972","9,063","8,708","9,289","8,957",
"495","[P]","Sugar, Inc - PopSugar Network","N/A","N/A","5,295","6,128","7,703","7,000","8,143","7,849","7,242","7,340","7,065","7,477","7,267","8,101","8,940",
"496","[P]","Unilever","6,242","7,932","7,101","6,620","7,068","6,523","4,945","6,698","5,587","8,116","7,818","8,500","9,260","10,782","8,880",
"497","[P]","Portugal Telecom","8,170","7,915","7,521","8,008","7,699","7,869","7,603","7,573","8,052","10,730","10,995","10,119","8,740","8,366","8,833",
"498","[P]","M5ZN.COM","947","1,048","1,097","882","932","861","1,947","2,116","6,309","7,455","8,943","7,333","7,215","7,677","8,828",
"499","[P]","Hyves","6,778","7,314","6,945","6,771","6,845","7,355","7,185","7,209","7,323","7,584","7,448","8,568","8,658","8,593","8,824",
"500","[P]","DANGDANG.COM","6,536","7,076","8,008","7,476","7,410","8,452","10,478","7,275","7,773","7,411","6,789","5,515","6,981","6,691","8,819",
"501","[P]","Macy's Inc.","9,947","9,472","9,507","9,419","10,091","13,825","16,091","11,198","9,452","9,511","9,912","9,796","8,694","8,622","8,811",
"502","[P]","Grupo Clarin","7,594","7,062","7,913","8,280","8,233","7,566","7,477","7,393","8,217","9,565","9,552","9,515","9,028","8,532","8,800",
"503","[P]","Fotosearch, LLC","6,129","5,922","6,438","7,530","7,714","7,330","7,093","6,922","8,172","10,111","9,440","9,587","8,034","8,445","8,799",
"504","[P]","KaiserGames GmbH","N/A","N/A","7,877","7,274","7,271","6,684","7,395","6,967","9,628","9,361","9,032","8,286","8,265","8,849","8,789",
"505","[P]","Grupo Abril","4,676","5,123","5,283","5,352","5,218","5,735","5,557","6,252","6,008","7,145","7,055","7,465","7,317","7,981","8,788",
"506","[P]","Yellow Pages Group","9,673","9,423","9,096","8,898","8,994","8,999","9,576","9,798","9,530","9,595","9,813","9,821","9,102","9,625","8,786",
"507","[P]","SBS (Seoul Broadcasting System)","3,635","3,566","4,191","3,685","4,531","3,892","3,517","6,134","5,680","7,839","6,447","6,278","7,484","7,219","8,777",
"508","[P]","Impress Group","N/A","N/A","N/A","N/A","N/A","6,624","7,569","7,878","7,323","7,937","7,887","8,241","8,558","8,293","8,775",
"509","[P]","Classified Ventures","9,272","9,399","8,597","8,543","8,447","8,118","7,886","9,231","7,929","8,915","9,180","9,076","8,817","8,840","8,762",
"510","[P]","FrostWire","4,094","4,322","4,793","5,438","5,738","6,438","6,777","7,172","7,227","7,838","8,551","8,760","8,815","8,983","8,720",
"511","[P]","PokerStars","4,365","4,811","4,812","4,605","5,084","5,867","6,655","6,723","6,970","7,458","7,530","7,703","8,128","8,590","8,709",
"512","[P]","McDonald's","6,901","7,354","9,355","6,842","7,249","8,147","6,968","7,800","7,514","9,546","8,084","7,940","8,204","9,172","8,705",
"513","[P]","Dominion Enterprises","9,292","8,693","8,141","7,279","7,327","6,224","6,186","8,259","7,823","8,940","8,831","8,628","8,163","8,967","8,695",
"514","[P]","Southwest Airlines Co.","9,824","9,185","8,750","8,758","8,021","8,543","9,087","9,640","8,998","10,775","9,531","9,421","15,287","9,839","8,602",
"515","[P]","Lojas Americanas","8,144","9,422","9,906","9,914","9,461","7,663","8,379","8,067","8,198","9,450","7,722","9,517","8,634","8,447","8,601",
"516","[P]","METRO Group","7,034","7,324","7,095","7,472","8,390","8,798","11,482","9,568","8,135","8,604","8,168","8,724","7,701","8,895","8,584",
"517","[P]","Groupe SNCF","8,391","8,361","7,156","7,367","8,360","8,168","7,711","7,771","8,052","8,908","9,337","8,591","8,944","9,839","8,581",
"518","[P]","FujI Television Network","8,570","7,642","7,089","7,662","7,376","7,100","7,651","9,127","8,395","9,180","8,195","8,217","7,816","9,180","8,575",
"519","[P]","Job.com Sites","4,864","4,825","5,066","5,736","6,775","6,721","6,942","8,666","7,381","7,982","7,344","6,565","6,891","7,992","8,557",
"520","[P]","AVS4YOU.COM","1,154","2,446","2,736","2,946","3,242","3,810","5,165","6,485","6,262","7,125","6,996","7,426","7,633","8,298","8,550",
"521","[P]","Clear Channel Online","10,004","9,601","11,129","11,450","14,348","13,010","11,756","10,817","9,964","9,968","9,888","9,460","8,706","8,270","8,550",
"522","[P]","TAGSTORY.COM","6,020","6,993","6,438","5,527","6,564","5,212","5,543","6,192","7,353","6,701","6,945","8,304","7,991","7,321","8,531",
"523","[P]","TV Guide Online Network","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","6,472","6,689","6,840","7,159","6,379","6,367","8,523",
"524","[P]","Gap, Inc.","8,686","8,799","8,912","9,488","10,076","11,104","11,939","8,709","8,053","9,518","8,820","8,815","7,686","8,174","8,522",
