"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2012 comScore, Inc"
"","","","Time Period :: July 2011 - September 2012","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 10/30/2012","","","","","",""

"","","","Jul-2011","Aug-2011","Sep-2011","Oct-2011","Nov-2011","Dec-2011","Jan-2012","Feb-2012","Mar-2012","Apr-2012","May-2012","Jun-2012","Jul-2012","Aug-2012","Sep-2012"
"511","[P](u)","    Lee Enterprises, Incorporated","6,156","6,182","6,799","7,627","7,410","7,080","7,520","8,868","9,906","7,684","7,561","7,885","8,808","9,364","8,429"
"512","[P](u)","    KIEV.UA*","6,214","6,234","6,926","7,778","8,088","8,409","8,942","9,064","9,789","9,207","9,191","8,705","7,991","8,444","8,425"
"513","[M]","    WRZUTA.PL","8,130","8,584","8,469","8,978","8,509","9,384","9,449","9,491","9,999","9,712","9,855","9,171","7,960","7,977","8,398"
"514","[P]","    Cite Media Holding Group","15,199","16,857","17,042","17,257","17,026","17,937","19,531","17,002","15,976","13,957","14,098","14,743","14,471","15,050","8,364"
"515","[P]","    WebMediaBrands Inc.","6,328","6,157","7,027","8,492","8,370","7,386","8,130","8,293","8,562","8,069","8,272","7,477","7,417","7,524","8,337"
"516","[P](u)","    General Mills","6,125","6,706","7,769","9,366","10,255","10,493","7,805","7,125","6,764","6,578","6,237","5,619","6,966","6,913","8,260"
"517","[M](u)","    ABC.COM","6,954","8,035","11,984","10,908","11,034","8,078","10,432","10,109","10,320","9,057","10,661","7,071","6,842","5,982","8,236"
"518","[M]","    DANTRI.COM.VN","4,078","6,812","6,984","7,087","7,176","7,339","7,232","7,287","7,646","7,730","7,698","8,051","8,096","8,353","8,231"
"519","[S](U)","    LYRICSMODE.COM","10,873","10,783","11,122","11,416","11,617","11,735","11,100","9,653","9,528","8,648","8,731","8,368","7,621","7,944","8,226"
"520","[P]","    KPN","7,068","7,676","7,031","7,693","7,536","7,288","7,511","7,685","8,626","7,748","8,378","8,258","7,775","7,169","8,219"
"521","[P](U)","    The Weather Network Meteomedia","10,182","10,423","9,303","8,462","8,474","8,465","10,479","9,263","9,883","8,900","9,581","10,445","9,295","9,238","8,186"
"522","[P]","    DEEZER.COM","7,861","9,914","10,218","11,650","10,120","9,907","8,964","8,434","8,561","8,614","9,152","8,943","8,887","8,240","8,165"
"523","[P](u)","    Amadeus Global Travel Distribution","13,793","12,898","11,668","11,376","11,012","10,417","13,734","12,320","14,004","12,485","13,309","13,995","15,569","9,044","8,145"
"524","[M](U)","    EVITE.COM","4,080","8,822","9,327","10,071","10,695","10,244","7,829","7,235","7,489","7,934","9,049","8,395","7,618","8,323","8,137"
"525","[M]","    NEWGROUNDS.COM","10,748","9,979","9,621","10,431","10,280","10,914","10,722","9,653","10,630","10,451","11,003","10,289","10,157","9,504","8,129"
"526","[P]","    ForumCommunity","6,633","7,086","7,520","8,334","7,971","7,432","8,187","8,447","8,700","8,567","8,572","7,954","7,995","7,614","8,114"
"527","[P]","    Marriott","7,351","6,848","6,881","6,764","6,248","5,770","6,957","7,122","7,485","7,310","7,706","7,544","7,839","8,297","8,101"
"528","[P]","    Jabbar Internet Group","7,918","7,180","7,946","9,208","9,857","10,027","9,767","9,017","9,268","9,358","9,623","9,496","8,631","8,425","8,069"
"529","[P]","    IBM","7,582","6,695","7,201","6,552","6,685","6,955","6,032","6,916","7,213","5,491","7,014","6,306","5,888","6,595","8,059"
"530","[P]","    CA.GOV","8,004","8,131","7,398","7,569","7,165","6,681","8,158","8,034","7,960","7,970","7,480","7,643","7,743","8,152","8,053"
"531","[P](u)","    Virgin Media","7,699","8,002","8,157","8,021","8,536","8,379","9,215","8,000","8,169","8,736","9,705","8,945","8,580","8,068","8,028"
"532","[P]","    Walgreen Co.","6,389","7,412","6,439","7,362","7,484","8,417","6,700","6,140","6,091","6,653","6,629","6,989","6,794","7,586","7,998"
"533","[P]","    BNP Paribas","7,197","8,098","7,221","7,981","7,822","7,800","8,913","8,125","8,617","8,658","7,932","7,984","8,134","7,786","7,894"
"534","[P]","    Groupe Auchan","6,789","7,081","7,003","7,977","10,261","11,483","10,269","9,702","9,688","8,682","7,991","7,587","8,182","7,474","7,883"
"535","[P]","    Limitedbrands","8,654","8,498","8,688","9,176","13,476","15,200","11,969","9,969","9,464","8,892","9,326","10,300","9,175","8,697","7,857"
"536","[P]","    CITY-DATA.COM","7,134","7,219","7,049","7,469","6,673","6,886","8,046","7,836","8,266","8,307","8,764","8,936","9,407","8,144","7,844"
"537","[P]","    Deutsche Bahn","7,813","7,664","7,262","7,678","6,896","7,222","6,887","6,572","6,971","7,265","7,300","7,206","8,108","8,297","7,839"
"538","[P]","    YOKA.COM*","6,591","6,922","7,627","7,000","7,569","5,958","5,903","7,031","6,303","3,941","5,974","3,232","4,527","5,187","7,837"
"539","[P]","    Coca-Cola Company","8,327","8,456","8,452","9,174","8,968","11,900","6,974","7,064","8,222","8,139","10,131","10,982","9,378","8,965","7,833"
"540","[P]","    Intelius","11,263","11,611","11,807","11,095","10,371","10,846","11,487","11,030","11,039","9,579","10,338","9,730","9,411","8,722","7,825"
"541","[P]","    CANALBLOG.COM*","7,083","8,249","8,740","10,199","10,266","9,597","9,386","9,653","9,625","9,555","10,392","9,398","8,449","8,166","7,807"
"542","[P]","    Big Lead Sports By FSV","27,624","29,981","31,063","31,496","28,966","27,174","29,463","8,976","9,922","9,809","9,834","8,683","9,564","8,618","7,794"
"543","[M]","    NHS.UK","5,450","5,818","5,858","6,554","6,348","5,665","7,171","7,439","7,006","6,851","7,380","7,201","7,475","7,249","7,793"
"544","[M](U)","    ELYRICS.NET","7,701","7,914","8,386","8,869","8,762","8,027","7,983","8,260","8,478","8,542","9,141","8,394","7,570","7,317","7,778"
"545","[P]","    Nexon Corporation","8,581","9,240","8,558","8,570","8,932","10,250","9,481","8,186","9,482","8,253","8,154","7,984","10,030","9,258","7,749"
"546","[M]","    MOBILE9.COM","9,425","9,891","9,994","10,198","9,682","9,611","10,098","9,553","9,834","8,958","9,181","8,512","8,276","8,120","7,742"
"547","[P]","    INFO.COM*","5,554","5,814","6,845","7,657","7,618","7,523","9,901","8,935","9,683","8,996","8,323","8,148","7,762","7,173","7,728"
"548","[P]","    Eniro Sites","9,309","9,431","8,223","7,383","6,888","8,252","8,922","7,881","8,392","7,743","8,083","6,747","7,046","7,705","7,693"
"549","[P]","    News Interactive Pty Limited","7,523","6,993","6,744","7,261","6,186","5,954","7,599","7,724","10,219","10,136","10,422","9,692","9,861","8,453","7,689"
"550","[P]","    China Economic Net","3,922","4,774","4,044","3,852","5,135","5,294","4,167","5,800","5,809","5,188","4,526","4,711","5,953","6,602","7,677"
"551","[M]","    IMVU (w/ history)","9,832","8,796","7,439","7,846","7,343","7,483","7,705","7,362","7,185","7,354","8,246","8,712","9,886","8,882","7,669"
"552","[M]","    UNIVISION.COM*","9,908","10,480","9,964","10,693","10,094","8,825","9,459","8,722","8,934","8,599","9,704","8,639","8,762","8,087","7,659"
"553","[P]","    Vector Inc.","8,941","10,847","10,478","10,469","11,522","10,215","11,436","11,021","10,591","9,691","10,329","10,247","9,457","7,569","7,608"
"554","[P]","    Systemax Inc.","6,257","6,933","6,754","7,316","8,815","8,928","7,389","7,332","6,687","6,772","7,018","7,125","7,710","8,031","7,576"
"555","[P]","    DOMAINTOOLS.COM","6,311","6,641","7,938","8,465","8,860","8,095","8,502","7,457","7,072","6,497","6,061","6,621","7,779","7,791","7,571"
"556","[P]","    France Televisions Interactive","8,087","7,520","8,753","9,032","8,906","8,901","9,851","10,698","9,595","10,664","10,602","10,292","9,981","8,848","7,568"
"557","[P]","    ORBITDOWNLOADER.COM","9,738","10,285","10,926","2,436","2,713","2,257","2,346","2,186","2,745","4,310","4,506","4,301","4,713","4,550","7,531"
"558","[P]","    Hutchison Whampoa","6,391","7,187","7,512","7,305","7,740","7,862","6,990","6,620","7,093","6,680","7,461","6,972","6,760","7,020","7,528"
"559","[P]","    Avon Products Inc.","7,602","7,158","7,485","8,321","8,802","7,975","7,603","7,840","7,948","7,523","7,595","6,979","6,959","7,131","7,526"
"560","[C]","    ZAPPOS.COM","8,131","6,636","6,600","7,460","8,907","10,341","7,933","6,894","7,375","7,205","7,863","7,346","8,396","8,798","7,524"
"561","[P]","    Getty Images, Inc","8,368","6,720","7,517","7,006","8,088","7,855","8,123","6,763","7,485","7,049","7,415","6,648","6,675","6,866","7,510"
"562","[P]","    Arcandor AG","10,593","9,674","9,442","8,963","9,392","9,204","8,959","7,774","8,242","8,102","8,060","7,000","7,525","6,489","7,503"
"563","[P]","    Telegraaf Media Groep","4,429","4,377","4,333","4,476","4,473","6,116","6,301","8,827","8,948","8,821","8,763","8,319","7,753","7,662","7,451"
"564","[P](U)","    CollegeHumor Media","8,348","8,430","8,693","9,220","8,835","9,921","8,270","8,687","10,377","9,973","10,925","9,519","10,627","8,891","7,450"
"565","[M]","    JOY.CN","19,917","14,668","13,965","18,148","17,693","17,711","16,104","17,350","16,539","13,421","8,815","10,948","11,725","9,815","7,436"
"566","[P]","    World of Warcraft (App)","11,312","10,325","10,279","10,870","10,864","11,322","11,483","10,498","11,535","12,115","11,022","10,566","10,742","10,269","7,400"
"567","[P]","    Air France-KLM Group","6,616","5,874","6,213","6,273","6,471","5,701","6,705","5,769","7,887","5,584","6,855","7,593","6,530","5,778","7,392"
"568","[P](U)","    Trader Media Group","6,258","6,648","6,938","6,491","6,156","5,421","6,982","6,765","6,967","6,933","6,764","6,546","6,717","7,149","7,388"
"569","[P]","    Spiegel Verlag","6,413","6,451","6,467","7,124","7,338","6,795","7,504","7,570","7,162","6,620","7,284","7,570","6,608","6,949","7,344"
"570","[P]","    NASA.GOV","4,846","5,737","7,009","5,605","6,261","6,138","6,705","6,079","6,900","6,305","7,253","7,384","5,681","12,240","7,325"
"571","[P]","    Citrix Systems, Inc.","5,184","5,505","5,644","6,305","6,453","5,391","6,215","6,261","6,459","6,083","6,339","6,044","6,521","7,342","7,323"
"572","[P]","    Directv Sites","5,534","7,211","7,027","6,774","7,101","6,795","7,138","7,184","6,988","9,841","7,695","5,822","6,889","6,678","7,315"
"573","[P]","    Maeil Business Newspaper","10,632","11,280","11,749","12,478","12,000","12,259","11,833","10,009","8,598","8,643","8,717","7,883","8,701","7,800","7,305"
"574","[P]","    ZHAOPIN.COM","6,535","5,652","7,068","7,283","8,323","6,853","7,062","13,263","12,438","8,348","9,522","7,588","8,333","8,078","7,299"
"575","[P]","    Fuji Television Network","7,005","7,773","7,197","7,508","7,069","6,930","7,309","6,405","7,960","7,499","7,213","6,992","7,263","7,041","7,277"
"576","[P](U)","    Channel4","7,210","7,376","7,492","7,425","8,063","7,950","8,461","7,655","8,051","7,152","6,924","6,626","6,543","6,682","7,271"
"577","[P]","    BIGMIR.NET","4,219","4,415","4,455","5,689","6,239","6,516","6,788","7,116","7,911","7,669","7,675","7,807","6,722","6,564","7,186"
"578","[P]","    EasyGroup","7,772","7,132","7,257","6,820","6,232","5,573","7,726","6,825","7,662","7,132","7,256","7,005","7,352","6,445","7,180"
"579","[P]","    M5ZN.COM","9,391","10,242","9,618","9,754","9,713","10,141","10,184","9,476","8,143","9,025","9,557","8,419","7,467","7,783","7,171"
"580","[P]","    Portugal Telecom","7,959","8,339","8,235","8,266","7,854","6,893","7,456","9,277","9,976","10,357","10,653","8,939","7,680","7,811","7,169"
"581","[P]","    COOKPAD.COM","5,769","6,097","6,418","6,961","6,487","6,574","6,502","7,648","7,056","6,813","7,063","6,830","6,953","6,793","7,105"
"582","[P]","    Allesklar.com AG Sites","6,100","6,261","6,132","6,381","5,828","5,516","6,449","6,775","6,585","6,467","6,852","6,636","7,063","6,824","7,103"
"583","[P](u)","    ITV Sites","4,036","4,053","6,311","7,114","7,612","6,431","5,387","5,558","5,817","6,836","6,760","5,913","5,978","6,099","7,093"
"584","[P]","    CENTERBLOG.NET","6,670","6,631","7,050","8,293","8,645","9,350","9,244","8,554","8,970","9,435","9,313","8,895","8,045","7,188","7,092"
"585","[P]","    Coupons, Inc.","6,948","7,100","7,830","8,866","8,354","7,119","7,539","7,053","6,732","6,274","6,307","6,796","6,595","6,663","7,084"
"586","[P]","    PalTalk","3,954","3,451","3,631","3,639","3,495","3,373","3,105","3,123","3,353","3,254","7,144","6,825","6,843","7,055","7,079"
"587","[P](U)","    Belo","8,804","8,493","9,832","9,694","8,268","7,173","8,511","7,201","7,228","7,661","7,775","7,007","6,996","7,607","7,060"
"588","[P](u)","    Live Nation Network","7,763","7,481","6,144","6,599","7,346","6,545","7,309","8,970","10,518","9,636","9,114","9,071","8,726","8,033","7,059"
"589","[P]","    Korea Economic Daily","9,406","10,316","10,330","11,214","9,939","10,798","10,393","8,381","7,533","7,748","8,206","7,969","7,648","8,089","7,057"
"590","[P]","    Aljazeera","6,862","9,586","8,652","9,837","14,330","12,949","11,427","9,821","7,586","7,972","7,000","8,258","7,536","7,534","7,034"
"591","[P]","    EZINEARTICLES.COM","10,615","9,752","9,942","10,279","8,615","7,550","8,214","8,087","8,394","7,741","10,928","8,070","7,236","7,227","7,034"
"592","[M]","    GMARKET.CO.KR","8,484","8,826","9,068","10,104","9,833","9,608","9,861","8,870","7,886","7,631","7,454","8,104","8,544","6,810","7,011"
"593","[P]","    BearShare (App)","12,502","12,402","12,583","12,718","11,972","12,562","11,373","10,481","10,222","9,898","9,751","9,070","8,574","7,595","6,978"
"594","[P]","    2CH.NET","6,248","7,723","7,333","7,919","7,536","7,205","7,696","7,699","8,032","7,269","7,245","7,161","7,489","7,260","6,955"
"595","[M]","    SOFT32.COM","2,282","3,525","3,172","3,310","3,590","3,675","4,213","4,167","4,818","5,439","6,736","6,051","7,103","6,677","6,949"
"596","[P]","    Office Depot","5,442","7,062","6,727","5,851","7,164","7,311","7,195","6,826","6,956","6,381","6,364","6,447","6,466","7,424","6,942"
"597","[P](U)","    Interactive One","5,275","5,707","6,324","5,750","5,646","5,885","6,595","8,127","7,870","6,463","6,254","6,671","7,260","10,293","6,940"
"598","[P](u)","    Hollywood.com Sites","10,931","9,494","9,635","8,984","10,321","10,676","8,708","8,913","8,665","7,508","7,418","7,597","8,714","9,110","6,925"
"599","[P]","    Delta Airlines","6,601","6,840","5,925","6,825","6,128","5,614","6,566","6,358","6,935","6,295","6,576","6,965","7,289","7,711","6,922"
"600","[M]","    Mundoanuncio","7,585","8,160","7,959","8,533","7,933","6,580","7,985","7,543","7,620","6,552","7,186","6,242","6,504","6,715","6,901"
"601","[P]","    Twenga","7,843","8,023","7,643","8,198","8,097","6,299","5,928","6,479","7,544","7,639","9,005","8,137","7,862","6,077","6,897"
"602","[P]","    SONGS.PK","7,083","6,654","7,643","7,035","7,208","6,678","6,891","7,089","6,877","7,747","7,146","7,339","7,454","6,626","6,883"
"603","[P]","    MULTIPLY.COM","9,313","9,856","10,204","10,521","10,283","9,288","9,516","8,934","9,186","8,617","8,639","7,987","8,238","7,240","6,872"
"604","[P]","    Chosun Ilbo","11,981","13,443","13,570","15,488","14,117","15,616","10,117","8,503","7,874","8,431","8,022","7,050","7,102","8,279","6,858"
"605","[P]","    Hilton Hotels","7,721","7,293","6,429","6,603","6,407","6,687","7,957","6,826","6,972","6,647","7,587","7,637","7,760","8,271","6,835"
"606","[P]","    Gurunavi","6,448","7,112","6,786","6,673","7,358","8,460","7,069","7,130","7,705","6,606","6,761","6,418","6,837","7,284","6,831"
"607","[P]","    Discover Financial Services","5,928","5,659","5,804","6,373","6,144","5,904","6,253","6,106","5,929","6,169","5,954","6,386","6,675","7,181","6,818"
"608","[P](u)","    National Lampoon Humor Network","9,796","9,378","7,995","8,325","8,367","11,248","10,218","9,519","9,095","8,347","8,028","7,950","8,339","7,979","6,817"
"609","[P]","    PokerStars","7,145","6,147","6,847","7,361","7,059","7,084","7,629","7,413","7,509","7,297","6,874","6,766","6,482","6,848","6,811"
"610","[P]","    World Wrestling Entertainment (WWE)","8,168","7,598","7,397","8,524","7,355","7,727","8,098","8,020","7,424","11,004","8,742","7,899","10,146","7,297","6,799"
"611","[P](u)","    News World Communications, Inc.","7,211","8,106","8,326","9,161","8,177","9,083","9,394","8,147","8,410","6,621","8,072","7,087","6,862","8,177","6,797"
"612","[P]","    British Telecommunications","6,180","6,830","6,997","7,657","6,764","6,167","6,676","6,676","6,814","6,807","6,861","6,682","7,033","6,854","6,778"
"613","[P]","    MADE-IN-CHINA.COM","6,217","6,998","7,003","8,197","8,973","8,374","7,970","8,693","9,159","7,901","8,229","7,102","7,072","6,723","6,762"
"614","[P]","    GAMETOP.COM","7,028","5,237","4,577","7,540","7,781","8,356","9,575","8,836","9,528","8,707","9,089","7,989","8,172","7,915","6,716"
"615","[C]","    STARDOLL.COM","7,131","8,151","7,995","9,287","9,304","8,272","10,384","7,475","6,713","6,505","7,261","8,428","8,615","9,123","6,679"
"616","[P]","    RAPIDLIBRARY.COM","3,591","3,595","3,805","4,502","5,219","6,870","9,252","11,639","10,622","12,638","14,838","13,043","10,491","5,145","6,663"
"617","[P]","    CT10000.COM","12,813","9,524","14,563","15,694","16,220","18,496","13,271","12,352","10,078","7,534","6,720","7,056","6,907","6,973","6,658"
"618","[P]","    InterContinental Hotels Group","7,084","6,279","6,066","6,301","5,902","5,777","6,263","6,491","7,142","6,558","6,826","7,753","7,912","7,443","6,634"
"619","[P]","    Panasonic Group","7,197","7,007","8,343","7,902","8,057","9,400","8,432","7,664","9,454","7,439","8,235","8,115","7,164","7,317","6,631"
"620","[P]","    EUROPA.EU","5,152","4,979","6,277","7,093","7,646","6,521","7,527","7,303","7,576","6,785","7,579","6,345","5,558","5,097","6,602"
"621","[P]","    VATGIA.COM","3,558","5,831","6,211","6,575","6,705","6,857","6,266","6,590","7,029","6,951","7,172","6,905","6,936","7,061","6,597"
"622","[P]","    DIPAN.COM","3,312","11,992","12,735","11,026","10,321","8,509","8,353","8,104","7,439","7,422","6,054","5,741","4,359","6,084","6,584"
"623","[P]","    8684.CN","3,779","3,624","3,466","4,338","4,046","3,826","4,831","5,864","5,072","4,814","4,519","4,823","5,669","6,010","6,580"
"624","[P]","    CQVIP.COM","1,979","2,555","3,761","3,312","4,586","4,489","5,215","6,944","6,784","6,271","6,462","5,896","6,022","6,695","6,576"
"625","[P]","    HI5.COM","14,992","14,377","14,165","13,573","11,558","10,546","9,189","7,358","5,844","7,916","7,651","9,093","6,744","6,698","6,573"
"626","[P]","    Publieke Omroep","5,841","5,986","5,940","6,054","5,858","6,193","6,301","6,787","6,484","6,442","6,685","6,217","5,823","6,158","6,553"
"627","[P]","    114LA.COM","7,469","7,903","7,480","7,181","6,978","7,129","5,542","6,726","13,460","13,908","7,429","7,594","6,222","6,413","6,552"
"628","[P]","    METEOFRANCE.COM","8,260","8,383","6,883","5,860","5,731","6,101","6,326","9,026","5,858","7,675","9,000","8,731","9,143","7,495","6,542"
"629","[P]","    Hankook Ilbo","9,719","10,138","10,174","11,108","9,888","10,245","10,033","8,115","7,266","7,700","7,354","7,149","7,094","7,430","6,527"
"630","[P]","    KaiserGames GmbH","8,410","8,489","7,735","8,173","8,612","8,666","9,060","8,489","8,007","7,591","7,441","8,011","7,942","7,697","6,509"
"631","[P]","    52PK.COM","7,414","6,789","7,438","7,302","7,944","7,866","8,552","8,361","7,808","7,742","6,001","6,744","8,516","7,448","6,501"
"632","[M]","    O2.PL","8,635","6,640","6,652","6,968","6,740","7,895","8,692","8,816","8,772","8,763","8,939","8,736","7,130","6,122","6,490"
"633","[P]","    CSDN.NET Sites","5,252","5,492","6,389","7,548","8,955","10,289","8,473","9,484","7,995","5,871","6,542","6,305","7,676","6,988","6,477"
"634","[P](u)","    Kraft Foods","5,337","5,802","5,612","6,377","7,465","7,671","5,788","5,838","7,505","6,750","6,779","6,611","5,929","5,959","6,438"
"635","[M]","    MAPION.CO.JP","7,543","7,747","7,509","6,913","6,606","6,502","6,744","6,951","7,620","6,947","6,839","6,653","6,910","6,837","6,385"
"636","[P]","    Unilever","6,543","5,955","6,867","6,272","5,949","5,598","5,068","5,898","5,745","6,520","6,388","7,725","7,488","7,240","6,384"
"637","[P]","    FrostWire","18,778","16,575","15,038","14,238","13,328","12,883","11,956","10,706","10,068","9,159","8,737","8,378","7,876","6,247","6,318"
"638","[M]","    19LOU.COM","5,271","5,728","6,095","6,803","6,011","5,897","5,776","5,412","5,624","4,510","4,815","5,427","5,831","6,134","6,276"
"639","[P]","    American Airlines","5,970","5,427","5,491","5,707","5,975","5,339","5,810","5,453","6,144","5,775","6,117","5,698","5,913","6,536","6,271"
"640","[P]","    UUU9.COM","5,930","5,725","4,971","5,920","5,212","6,273","6,911","6,594","7,124","6,684","5,458","6,029","11,735","7,483","6,267"
"641","[P]","    Gruppo Editoriale Espresso","5,655","5,382","6,195","6,772","6,758","6,302","7,005","7,261","6,848","6,598","6,830","6,209","5,758","5,706","6,231"
"642","[M]","    SODAHEAD.COM","6,346","6,738","6,068","7,187","6,718","7,997","8,412","8,293","8,149","8,076","7,830","6,499","6,788","6,687","6,230"
"643","[P]","    Art.com Sites","6,599","7,159","7,765","7,391","7,121","6,737","7,407","7,254","7,035","7,334","7,293","6,160","5,504","5,996","6,171"
"644","[P]","    USAFIS.ORG","12,828","10,493","7,523","10,033","10,008","11,933","3,417","5,533","6,422","3,883","4,714","5,358","5,959","4,441","6,162"
"645","[P]","    WANMEI.COM","1,871","2,429","5,330","4,273","2,373","4,244","2,535","1,630","9,830","1,299","1,843","3,933","3,745","2,776","6,157"
"646","[M]","    1TING.COM","7,235","6,474","7,701","8,174","8,320","8,287","7,329","6,141","7,521","5,919","6,365","6,968","6,630","6,620","6,121"
"647","[M](U)","    MINIJUEGOS.COM (w/ history)","4,381","3,968","3,595","3,820","3,776","3,968","4,501","4,038","6,593","6,056","6,220","6,938","7,041","6,415","6,118"
"648","[P]","    Japan Post Group","6,001","5,861","6,321","6,375","7,081","10,083","8,417","6,865","7,299","6,434","6,419","5,878","6,051","5,850","6,071"
"649","[P]","    CafePress","5,504","5,973","5,909","6,199","6,917","7,630","5,871","5,961","6,035","6,026","6,014","6,112","6,392","6,510","6,064"
"650","[P]","    Dong-A Ilbo","8,686","8,918","9,179","10,471","9,254","9,516","9,230","7,647","7,322","7,364","6,973","7,666","7,214","7,437","6,034"
"651","[M]","    Lastminute.com Sites","8,455","8,182","6,625","6,341","5,766","5,581","6,595","6,390","6,924","6,993","7,006","7,284","8,014","7,865","6,023"
"652","[P](U)","    Transcontinental Digital (TC Media)","5,111","5,205","5,322","5,697","5,764","5,855","5,940","5,678","6,077","6,090","6,069","5,602","5,381","5,802","6,020"
"653","[P]","    Ubisoft Entertainment","4,549","5,563","6,933","7,932","7,672","7,350","5,327","4,728","9,880","9,915","11,096","12,440","14,235","8,387","6,017"
"654","[P]","    PANET.CO.IL","5,096","5,902","6,235","5,671","5,500","5,847","6,450","6,269","7,142","7,254","7,254","7,182","8,299","6,472","5,998"
"655","[P]","    CJ Group","8,740","9,148","9,582","9,089","9,637","8,835","8,527","7,650","6,728","6,533","6,597","6,582","7,252","6,457","5,974"
"656","[P]","    Cablevision","3,698","4,375","3,966","3,874","3,851","4,669","4,821","5,269","4,983","4,325","4,210","4,474","5,224","6,578","5,963"
"657","[P]","    United Business Media","5,168","5,918","5,258","5,951","6,052","5,505","5,438","5,422","6,021","5,640","5,311","5,887","5,739","5,563","5,844"
"658","[P]","    Rising Corp. Limited","9,350","9,654","10,676","11,833","11,797","10,689","6,017","4,814","5,301","5,430","4,429","3,810","4,808","5,505","5,826"
"659","[P]","    Take 2 Interactive","4,989","5,229","5,271","7,485","8,654","6,059","6,485","5,894","6,175","5,958","7,314","7,248","6,626","7,184","5,814"
"660","[P](u)","    Media General Sites","6,082","7,638","5,656","5,472","5,952","6,632","6,279","6,431","6,687","6,250","6,120","5,930","6,615","6,408","5,760"
"661","[M]","    BWIN.COM","5,143","5,928","6,958","6,751","7,007","7,861","10,542","7,030","8,230","8,852","8,609","9,918","7,028","6,113","5,696"
"662","[P]","    ED.GOV","8,021","8,612","6,573","6,322","5,595","5,726","9,758","9,910","9,420","8,836","8,107","7,499","7,711","6,868","5,692"
"663","[P]","    GEN.TR","2,168","2,523","3,773","3,470","3,028","4,635","5,524","5,376","5,578","6,191","6,192","6,565","5,902","5,268","5,685"
"664","[P]","    PIPI.CN","5,307","5,294","4,590","4,706","4,932","3,855","4,401","4,173","5,411","5,592","4,288","5,352","8,421","6,047","5,674"
"665","[P]","    Seoul Newspaper","9,213","9,977","10,878","12,085","11,126","10,987","10,584","7,579","6,778","7,626","7,593","6,716","6,882","6,104","5,643"
"666","[P]","    KBB.COM","6,013","6,375","5,796","6,210","5,473","4,955","6,099","6,800","6,560","5,655","5,575","5,964","6,210","6,067","5,626"
"667","[P]","    CDUNIVERSE.COM","4,845","5,032","5,274","5,431","5,531","5,857","5,582","5,285","5,245","5,415","5,430","5,471","5,786","5,551","5,612"
"668","[P]","    Telstra Corporation Limited","5,289","5,475","5,978","5,658","4,988","4,765","5,258","5,660","6,120","5,968","6,085","5,857","5,677","5,488","5,585"
"669","[P]","    Accor","7,388","6,626","7,004","6,724","6,016","5,365","5,791","5,447","6,637","6,020","6,307","6,067","6,566","5,937","5,529"
"670","[P]","    IP138.COM","4,710","4,153","4,141","4,109","4,409","4,435","4,585","3,974","4,439","3,561","3,889","4,091","5,553","6,503","5,510"
"671","[P]","    Rue du Commerce","4,761","5,556","5,123","6,499","6,996","8,538","7,815","6,649","6,538","6,862","6,636","5,901","6,222","6,021","5,464"
"672","[P]","    Activision Blizzard","8,085","5,995","5,869","7,421","13,416","7,821","7,155","6,689","6,859","7,415","9,073","5,838","6,464","6,391","5,365"
"673","[M]","    IMAGESHACK.US","21,576","22,234","22,285","10,744","10,557","10,617","10,859","6,939","6,306","5,938","6,074","5,514","5,389","5,266","5,334"
"674","[P]","    Oricon","6,947","6,438","6,844","6,600","7,047","7,306","7,252","5,926","7,204","6,134","6,489","6,539","5,720","5,724","5,282"
"675","[P]","    SH.CN","5,577","4,714","5,923","5,087","6,624","7,007","6,465","7,712","6,682","5,251","4,898","4,938","6,031","6,477","5,275"
"676","[P](U)","    ABC OTV","26,004","29,082","27,095","31,187","27,249","28,312","29,247","5,169","4,945","4,660","4,893","4,291","4,671","5,136","5,267"
"677","[P]","    Altice","6,329","6,231","6,891","5,978","5,617","5,030","5,363","5,568","5,387","5,087","5,535","4,963","4,547","4,755","5,264"
"678","[P]","    First Choice Holidays PLC","6,737","6,525","5,792","5,576","4,900","4,135","6,636","5,757","6,182","5,762","5,818","6,437","6,668","6,270","5,246"
"679","[C](U)","    SUITE101.COM (w/ history)","5,641","5,877","8,951","7,799","3,980","3,442","3,596","4,467","5,614","5,771","7,209","8,001","6,119","5,231","5,236"
"680","[P]","    CHEATCC.COM","5,446","5,456","4,533","4,712","6,432","8,011","7,356","6,065","6,296","6,634","6,378","6,967","7,343","6,207","5,166"
"681","[M]","    LOGMEIN.COM","4,322","3,782","3,868","4,238","4,052","4,465","4,890","4,692","5,181","5,140","5,344","5,071","5,364","5,384","5,158"
"682","[P]","    WILEY.COM","3,458","3,559","4,435","5,425","5,582","5,005","5,242","5,782","6,156","6,095","5,882","4,615","4,073","4,084","5,149"
"683","[P]","    Weight Watchers International","4,327","4,450","4,977","4,718","3,805","3,618","8,055","5,657","4,596","4,991","5,150","4,816","4,404","4,532","5,140"
